frequency_hz,eq_copy_db,eq_before_air_taper_db,source_variant,air_policy,smoothing,pipeline_version
20.0,-1.638993309248589,-1.638993309248589,v21_fretted_presence_robust+v21_hard_10k,v21_hard_10k,none,V21.0-operative
20.033765982017503,-1.638993309248589,-1.638993309248589,v21_fretted_presence_robust+v21_hard_10k,v21_hard_10k,none,V21.0-operative
20.067588971112087,-1.638993309248589,-1.638993309248589,v21_fretted_presence_robust+v21_hard_10k,v21_hard_10k,none,V21.0-operative
20.101469063528747,-1.638993309248589,-1.638993309248589,v21_fretted_presence_robust+v21_hard_10k,v21_hard_10k,none,V21.0-operative
20.13540635567497,-1.638993309248589,-1.638993309248589,v21_fretted_presence_robust+v21_hard_10k,v21_hard_10k,none,V21.0-operative
20.16940094412101,-1.638993309248589,-1.638993309248589,v21_fretted_presence_robust+v21_hard_10k,v21_hard_10k,none,V21.0-operative
20.203452925600157,-1.638993309248589,-1.638993309248589,v21_fretted_presence_robust+v21_hard_10k,v21_hard_10k,none,V21.0-operative
20.237562397009018,-1.638993309248589,-1.638993309248589,v21_fretted_presence_robust+v21_hard_10k,v21_hard_10k,none,V21.0-operative
20.271729455407794,-1.638993309248589,-1.638993309248589,v21_fretted_presence_robust+v21_hard_10k,v21_hard_10k,none,V21.0-operative
20.30595419802054,-1.638993309248589,-1.638993309248589,v21_fretted_presence_robust+v21_hard_10k,v21_hard_10k,none,V21.0-operative
20.34023672223547,-1.638993309248589,-1.638993309248589,v21_fretted_presence_robust+v21_hard_10k,v21_hard_10k,none,V21.0-operative
20.374577125605207,-1.638993309248589,-1.638993309248589,v21_fretted_presence_robust+v21_hard_10k,v21_hard_10k,none,V21.0-operative
20.408975505847074,-1.638993309248589,-1.638993309248589,v21_fretted_presence_robust+v21_hard_10k,v21_hard_10k,none,V21.0-operative
20.443431960843377,-1.638993309248589,-1.638993309248589,v21_fretted_presence_robust+v21_hard_10k,v21_hard_10k,none,V21.0-operative
20.47794658864167,-1.638993309248589,-1.638993309248589,v21_fretted_presence_robust+v21_hard_10k,v21_hard_10k,none,V21.0-operative
20.51251948745504,-1.638993309248589,-1.638993309248589,v21_fretted_presence_robust+v21_hard_10k,v21_hard_10k,none,V21.0-operative
20.547150755662393,-1.638993309248589,-1.638993309248589,v21_fretted_presence_robust+v21_hard_10k,v21_hard_10k,none,V21.0-operative
20.581840491808723,-1.638993309248589,-1.638993309248589,v21_fretted_presence_robust+v21_hard_10k,v21_hard_10k,none,V21.0-operative
20.6165887946054,-1.638993309248589,-1.638993309248589,v21_fretted_presence_robust+v21_hard_10k,v21_hard_10k,none,V21.0-operative
20.65139576293044,-1.638993309248589,-1.638993309248589,v21_fretted_presence_robust+v21_hard_10k,v21_hard_10k,none,V21.0-operative
20.686261495828813,-1.638993309248589,-1.638993309248589,v21_fretted_presence_robust+v21_hard_10k,v21_hard_10k,none,V21.0-operative
20.72118609251269,-1.638993309248589,-1.638993309248589,v21_fretted_presence_robust+v21_hard_10k,v21_hard_10k,none,V21.0-operative
20.75616965236174,-1.638993309248589,-1.638993309248589,v21_fretted_presence_robust+v21_hard_10k,v21_hard_10k,none,V21.0-operative
20.791212274923435,-1.638993309248589,-1.638993309248589,v21_fretted_presence_robust+v21_hard_10k,v21_hard_10k,none,V21.0-operative
20.82631405991329,-1.638993309248589,-1.638993309248589,v21_fretted_presence_robust+v21_hard_10k,v21_hard_10k,none,V21.0-operative
20.861475107215185,-1.638993309248589,-1.638993309248589,v21_fretted_presence_robust+v21_hard_10k,v21_hard_10k,none,V21.0-operative
20.896695516881625,-1.638993309248589,-1.638993309248589,v21_fretted_presence_robust+v21_hard_10k,v21_hard_10k,none,V21.0-operative
20.931975389134035,-1.638993309248589,-1.638993309248589,v21_fretted_presence_robust+v21_hard_10k,v21_hard_10k,none,V21.0-operative
20.967314824363047,-1.638993309248589,-1.638993309248589,v21_fretted_presence_robust+v21_hard_10k,v21_hard_10k,none,V21.0-operative
21.002713923128784,-1.638993309248589,-1.638993309248589,v21_fretted_presence_robust+v21_hard_10k,v21_hard_10k,none,V21.0-operative
21.03817278616114,-1.638993309248589,-1.638993309248589,v21_fretted_presence_robust+v21_hard_10k,v21_hard_10k,none,V21.0-operative
21.07369151436007,-1.638993309248589,-1.638993309248589,v21_fretted_presence_robust+v21_hard_10k,v21_hard_10k,none,V21.0-operative
21.109270208795884,-1.638993309248589,-1.638993309248589,v21_fretted_presence_robust+v21_hard_10k,v21_hard_10k,none,V21.0-operative
21.144908970709523,-1.638993309248589,-1.638993309248589,v21_fretted_presence_robust+v21_hard_10k,v21_hard_10k,none,V21.0-operative
21.180607901512857,-1.638993309248589,-1.638993309248589,v21_fretted_presence_robust+v21_hard_10k,v21_hard_10k,none,V21.0-operative
21.21636710278897,-1.638993309248589,-1.638993309248589,v21_fretted_presence_robust+v21_hard_10k,v21_hard_10k,none,V21.0-operative
21.252186676292443,-1.638993309248589,-1.638993309248589,v21_fretted_presence_robust+v21_hard_10k,v21_hard_10k,none,V21.0-operative
21.288066723949655,-1.638993309248589,-1.638993309248589,v21_fretted_presence_robust+v21_hard_10k,v21_hard_10k,none,V21.0-operative
21.32400734785907,-1.638993309248589,-1.638993309248589,v21_fretted_presence_robust+v21_hard_10k,v21_hard_10k,none,V21.0-operative
21.360008650291512,-1.638993309248589,-1.638993309248589,v21_fretted_presence_robust+v21_hard_10k,v21_hard_10k,none,V21.0-operative
21.396070733690483,-1.638993309248589,-1.638993309248589,v21_fretted_presence_robust+v21_hard_10k,v21_hard_10k,none,V21.0-operative
21.432193700672432,-1.638993309248589,-1.638993309248589,v21_fretted_presence_robust+v21_hard_10k,v21_hard_10k,none,V21.0-operative
21.46837765402706,-1.638993309248589,-1.638993309248589,v21_fretted_presence_robust+v21_hard_10k,v21_hard_10k,none,V21.0-operative
21.504622696717597,-1.638993309248589,-1.638993309248589,v21_fretted_presence_robust+v21_hard_10k,v21_hard_10k,none,V21.0-operative
21.540928931881123,-1.638993309248589,-1.638993309248589,v21_fretted_presence_robust+v21_hard_10k,v21_hard_10k,none,V21.0-operative
21.577296462828844,-1.638993309248589,-1.638993309248589,v21_fretted_presence_robust+v21_hard_10k,v21_hard_10k,none,V21.0-operative
21.61372539304635,-1.638993309248589,-1.638993309248589,v21_fretted_presence_robust+v21_hard_10k,v21_hard_10k,none,V21.0-operative
21.650215826193993,-1.638993309248589,-1.638993309248589,v21_fretted_presence_robust+v21_hard_10k,v21_hard_10k,none,V21.0-operative
21.686767866107107,-1.638993309248589,-1.638993309248589,v21_fretted_presence_robust+v21_hard_10k,v21_hard_10k,none,V21.0-operative
21.723381616796342,-1.638993309248589,-1.638993309248589,v21_fretted_presence_robust+v21_hard_10k,v21_hard_10k,none,V21.0-operative
21.760057182447948,-1.638993309248589,-1.638993309248589,v21_fretted_presence_robust+v21_hard_10k,v21_hard_10k,none,V21.0-operative
21.796794667424063,-1.638993309248589,-1.638993309248589,v21_fretted_presence_robust+v21_hard_10k,v21_hard_10k,none,V21.0-operative
21.833594176263034,-1.638993309248589,-1.638993309248589,v21_fretted_presence_robust+v21_hard_10k,v21_hard_10k,none,V21.0-operative
21.87045581367969,-1.638993309248589,-1.638993309248589,v21_fretted_presence_robust+v21_hard_10k,v21_hard_10k,none,V21.0-operative
21.907379684565655,-1.638993309248589,-1.638993309248589,v21_fretted_presence_robust+v21_hard_10k,v21_hard_10k,none,V21.0-operative
21.944365893989634,-1.638993309248589,-1.638993309248589,v21_fretted_presence_robust+v21_hard_10k,v21_hard_10k,none,V21.0-operative
21.98141454719773,-1.638993309248589,-1.638993309248589,v21_fretted_presence_robust+v21_hard_10k,v21_hard_10k,none,V21.0-operative
22.018525749613726,-1.638993309248589,-1.638993309248589,v21_fretted_presence_robust+v21_hard_10k,v21_hard_10k,none,V21.0-operative
22.055699606839394,-1.638993309248589,-1.638993309248589,v21_fretted_presence_robust+v21_hard_10k,v21_hard_10k,none,V21.0-operative
22.092936224654792,-1.638993309248589,-1.638993309248589,v21_fretted_presence_robust+v21_hard_10k,v21_hard_10k,none,V21.0-operative
22.130235709018567,-1.638993309248589,-1.638993309248589,v21_fretted_presence_robust+v21_hard_10k,v21_hard_10k,none,V21.0-operative
22.167598166068256,-1.638993309248589,-1.638993309248589,v21_fretted_presence_robust+v21_hard_10k,v21_hard_10k,none,V21.0-operative
22.20502370212059,-1.638993309248589,-1.638993309248589,v21_fretted_presence_robust+v21_hard_10k,v21_hard_10k,none,V21.0-operative
22.24251242367179,-1.638993309248589,-1.638993309248589,v21_fretted_presence_robust+v21_hard_10k,v21_hard_10k,none,V21.0-operative
22.28006443739788,-1.638993309248589,-1.638993309248589,v21_fretted_presence_robust+v21_hard_10k,v21_hard_10k,none,V21.0-operative
22.317679850154974,-1.638993309248589,-1.638993309248589,v21_fretted_presence_robust+v21_hard_10k,v21_hard_10k,none,V21.0-operative
22.35535876897961,-1.638993309248589,-1.638993309248589,v21_fretted_presence_robust+v21_hard_10k,v21_hard_10k,none,V21.0-operative
22.39310130108902,-1.638993309248589,-1.638993309248589,v21_fretted_presence_robust+v21_hard_10k,v21_hard_10k,none,V21.0-operative
22.43090755388145,-1.638993309248589,-1.638993309248589,v21_fretted_presence_robust+v21_hard_10k,v21_hard_10k,none,V21.0-operative
22.46877763493648,-1.638993309248589,-1.638993309248589,v21_fretted_presence_robust+v21_hard_10k,v21_hard_10k,none,V21.0-operative
22.506711652015305,-1.638993309248589,-1.638993309248589,v21_fretted_presence_robust+v21_hard_10k,v21_hard_10k,none,V21.0-operative
22.544709713061057,-1.638993309248589,-1.638993309248589,v21_fretted_presence_robust+v21_hard_10k,v21_hard_10k,none,V21.0-operative
22.582771926199108,-1.638993309248589,-1.638993309248589,v21_fretted_presence_robust+v21_hard_10k,v21_hard_10k,none,V21.0-operative
22.620898399737378,-1.638993309248589,-1.638993309248589,v21_fretted_presence_robust+v21_hard_10k,v21_hard_10k,none,V21.0-operative
22.65908924216664,-1.638993309248589,-1.638993309248589,v21_fretted_presence_robust+v21_hard_10k,v21_hard_10k,none,V21.0-operative
