frequency_hz,eq_db
30.87,-1.5009521755865476
55.0,0.300101931835761
98.0,-2.0642226051569645
220.0,1.888869032547745
350.0,2.953252180416934
400.0,4.427523504677112
515.0,2.502333135403633
900.0,1.7696007624939236
2500.0,5.013648698406442
4000.0,-0.17986210317797072
8000.0,-4.966305728796932
10000.0,-0.0018431033890202065
15000.0,0.0
18000.0,0.0
