frequency_hz,eq_detail_db,pair_mad_db,n_pairs,ci95_low_db,ci95_high_db,ci_width_db,eq_detail_neutral_db,eq_faithful_db,pipeline_version
25.0,-0.3145910349953547,1.7829463474029963,12,-1.627195418489597,0.8377435649457248,2.4649389834353217,-0.5308070797623163,-0.37910098354206295,V16.0-faithful
25.215369952966757,-0.3143973253828125,1.782586194549245,12,-1.6269700251751458,0.8377158391738315,2.4646858643489775,-0.5306133701497742,-0.37891440682944294,V16.0-faithful
25.43259527459916,-0.31419085929558177,1.7822258199012933,12,-1.6267444748163333,0.8376881179657641,2.4644325927820976,-0.5304069040625434,-0.37870793071724473,V16.0-faithful
25.651691948523673,-0.31397222139737474,1.7818652232678367,12,-1.6265187672540835,0.8376604013207954,2.464179168574879,-0.5301882661643363,-0.37848931848851614,V16.0-faithful
25.872676096062516,-0.3137419794464194,1.781504404457381,12,-1.6262929023290953,0.8376326892381496,2.4639255915672447,-0.529958024213381,-0.37825913306601755,V16.0-faithful
26.09556397741985,-0.31350068478919446,1.7811433632782463,12,-1.6260668798817821,0.8376049817171408,2.463671861598923,-0.529716729556156,-0.3780179212380733,V16.0-faithful
26.32037199287816,-0.3132488728398957,1.7807820995384565,12,-1.6258406997522743,0.8375772787570117,2.463417978509286,-0.5294649176068573,-0.3777662141245941,V16.0-faithful
26.54711668400512,-0.31298706354615624,1.7804206130460443,12,-1.625614361780565,0.8375495803570469,2.4631639421376117,-0.5292031083131179,-0.37750452762992354,V16.0-faithful
26.775814734870597,-0.3127157618413326,1.7800589036085452,12,-1.6253878658062393,0.8375218865164487,2.462909752322688,-0.5289318066082942,-0.3772333628828117,V16.0-faithful
27.00648297327442,-0.3124354580837406,1.779696971033557,12,-1.6251612116687337,0.8374941972345517,2.4626554089032853,-0.5286515028507022,-0.3769530459847526,V16.0-faithful
27.23913837198449,-0.3121466284833161,1.779334815128291,12,-1.6249343992071608,0.8374665125105809,2.462400911717742,-0.5283626732502777,-0.376664110026352,V16.0-faithful
27.473798049985657,-0.31184973551595924,1.7789724356998209,12,-1.6247074282604046,0.8374388323437898,2.4621462606041944,-0.5280657802829208,-0.3763671445716308,V16.0-faithful
27.710479273739395,-0.3115452283259498,1.7786098325550812,12,-1.6244802986671085,0.8374111567334837,2.4618914554005924,-0.5277612730929113,-0.37606259451042845,V16.0-faithful
27.949199458454267,-0.3112335431168116,1.7782470055007262,12,-1.6242530102656316,0.8373834856789151,2.4616364959445467,-0.5274495878837733,-0.3757508920271233,V16.0-faithful
28.18997616936729,-0.31091510353092966,1.777883954343143,12,-1.624025562894035,0.8373558191793308,2.4613813820733657,-0.5271311482978913,-0.37304954585974076,V16.0-faithful
28.432827123036525,-0.2619828543687552,1.9252028519751958,13,-1.5605143881440122,0.8373281572339951,2.3978425453780075,-0.4781988991357168,-0.32885733309245935,V16.0-faithful
28.67777018864453,-0.2616524080914236,1.925006776584486,13,-1.560051690827486,0.8373004998422008,2.397352190669687,-0.4778684528583852,-0.32616947918501177,V16.0-faithful
28.924823389313318,-0.26130881070706546,1.9248297429050472,13,-1.55958868586223,0.837272847003174,2.396861532865404,-0.47752485547402707,-0.325825993266436,V16.0-faithful
29.174004903430454,-0.2609528231502653,1.9246706223877343,13,-1.5591253729868595,0.8372451987162218,2.3963705717030814,-0.4771688679172269,-0.32547014016571135,V16.0-faithful
29.425333065986596,-0.26058518468929404,1.924528318605385,13,-1.558661751939655,0.8372175549805769,2.395879306920232,-0.47680122945625564,-0.3251026534376771,V16.0-faithful
29.6788263699247,-0.26020661356349545,1.9244017663078048,13,-1.558197822458548,0.8371899157955044,2.3953877382540525,-0.47642265833045705,-0.3247242459406707,V16.0-faithful
29.934503467500676,-0.2598178076024971,1.924289930504031,13,-1.5577335842813256,0.8371622811602913,2.394895865441617,-0.4760338523694587,-0.3243353513996815,V16.0-faithful
30.192383171655823,-0.25941944482749685,1.9241918055705518,13,-1.5572690371454194,0.8371346510742017,2.3944036882196214,-0.47563548959445845,-0.3239368812446744,V16.0-faithful
30.45248445740117,-0.25901218403538057,1.9241064143853976,13,-1.5568041807879758,0.8371070255364734,2.393911206324449,-0.47522822880234217,-0.3235295529954257,V16.0-faithful
30.714826463213633,-0.25859666536604264,1.9240328074871085,13,-1.556339014945908,0.8370794045464093,2.3934184194923174,-0.47481271013300425,-0.3231140007793434,V16.0-faithful
30.979428492444203,-0.25817351085340173,1.923970062257649,13,-1.5558735393557956,0.8370517881032269,2.3929253274590225,-0.47438955562036333,-0.32269084094566397,V16.0-faithful
31.246310014738402,-0.25774332496066166,1.9239172821290178,13,-1.5554077537540099,0.8370241762062626,2.3924319299602725,-0.47395936972762326,-0.32226067258491786,V16.0-faithful
31.51549066746875,-0.25730669510020354,1.923873595812239,13,-1.5549416578765687,0.8369965688547014,2.39193822673127,-0.47352273986716514,-0.32182407803369534,V16.0-faithful
31.786990257179824,-0.2568641921385253,1.9238381565489375,13,-1.554475251459271,0.8369689660478701,2.391444217507141,-0.4730802369054869,-0.32138162336511283,V16.0-faithful
32.06082876104558,-0.2564163708867721,1.9238101413839215,13,-1.5540085342375893,0.8369413677850241,2.3909499020226135,-0.4726324156537337,-0.3209338588654773,V16.0-faithful
32.337026328339235,-0.25596377057716374,1.9237887504589328,13,-1.5535415059467395,0.8369137740654117,2.390455280012151,-0.47217981534412534,-0.32048131949744946,V16.0-faithful
32.615603281915995,-0.2555069153258102,1.9237732063264663,13,-1.5530741663216732,0.8368861848883081,2.3899603512099814,-0.4717229600927718,-0.3200245253501585,V16.0-faithful
32.896580119708354,-0.255046314582227,1.9237627532832133,13,-1.5526065150970074,0.8368586002529603,2.3894651153499677,-0.4712623593491886,-0.31956397589960495,V16.0-faithful
33.179977516234295,-0.2545824635660204,1.923756656722829,13,-1.552138552007157,0.836831020158675,2.388969572165832,-0.470798508332982,-0.31910008339976753,V16.0-faithful
33.465816324118684,-0.2541158436910274,1.9237542025069196,13,-1.5516702767862114,0.8368034446046997,2.388473721390911,-0.470331888457989,-0.3186334427573118,V16.0-faithful
33.754117575627454,-0.2536469229774045,1.9237546963540306,13,-1.5512016891679015,0.836775873590321,2.3879775627582225,-0.4698629677443661,-0.318164517515675,V16.0-faithful
34.04490248421534,-0.25317615645181896,1.9237574632466743,13,-1.5507327888858364,0.8367483071147547,2.387481096000591,-0.46939220121878056,-0.3176937584636818,V16.0-faithful
34.33819244608668,-0.25270398653629256,1.923761846854437,13,-1.5502635756732392,0.8367207451773104,2.3869843208505497,-0.46892003130325416,-0.31722160401278776,V16.0-faithful
34.63400904176976,-0.25223084342584334,1.9237672089742641,13,-1.5497940492630646,0.8366931877772446,2.386487237040309,-0.46844688819280494,-0.31674848056362503,V16.0-faithful
34.9323740377048,-0.2517571454554678,1.9237729289863383,13,-1.549324209387977,0.8366656349138246,2.3859898443018017,-0.4679731902224294,-0.3162748028623365,V16.0-faithful
35.233309387845516,-0.25128329945647315,1.923778403325881,13,-1.5488540557804182,0.8366380865863274,2.3854921423667457,-0.46749934422343475,-0.3158009743467389,V16.0-faithful
35.53683723527445,-0.250809701102754,1.9237830449695592,13,-1.548383588172469,0.836610542793982,2.384994130966451,-0.4670257458697156,-0.31532738748284433,V16.0-faithful
35.84297991383237,-0.2503367352471983,1.9237862829369259,13,-1.5479128062959815,0.8365830035361058,2.3844958098320874,-0.4665527800141599,-0.3148544240919284,V16.0-faithful
36.151759949761605,-0.2498647762484257,1.9237875618058264,13,-1.5474417098824649,0.836555468811947,2.383997178694412,-0.4660808210153873,-0.3143824556683392,V16.0-faithful
36.46320006336342,-0.24939418828820917,1.9237863412419964,13,-1.5469702986632237,0.8365279386207821,2.3834982372840057,-0.4656102330551708,-0.31391186121713727,V16.0-faithful
36.77732317066997,-0.24892532567995235,1.9237820955415548,13,-1.5464985723692515,0.8365004129618616,2.3829989853311133,-0.46514137044691395,-0.3134430302151691,V16.0-faithful
37.0941523851304,-0.2484585331682738,1.9237743131867604,13,-1.5460265307311771,0.8364728918344515,2.382499422565629,-0.46467457793523537,-0.3129762721056263,V16.0-faithful
37.413711019311485,-0.24799414622009908,1.9237624964147486,13,-1.5455541734794738,0.836445375237854,2.381999548717328,-0.4642101909870607,-0.3125119191784636,V16.0-faithful
37.73602258661313,-0.2475324913075061,1.9237461607978565,13,-1.5450815003442366,0.8364178631713038,2.3814993635155406,-0.4637485360744677,-0.31205029489359065,V16.0-faithful
38.06111080299838,-0.24707388618248183,1.923724834836471,13,-1.5446085110553207,0.8363903556340606,2.3809988666893815,-0.46328993094944343,-0.3115917141474639,V16.0-faithful
38.38899958873854,-0.24661864014385598,1.9236980595631434,13,-1.544135205342253,0.8363628526254433,2.380498057967696,-0.4628346849108176,-0.31113648353220485,V16.0-faithful
38.71971307017325,-0.2461670542967201,1.9236653881581387,13,-1.5436615829343423,0.8363353541446814,2.3799969370790235,-0.4623830990636817,-0.3106849015875242,V16.0-faithful
39.05327558148562,-0.24571942180446033,1.9236263855755744,13,-1.5431876435605472,0.8363078601910429,2.37949550375159,-0.4619354665714219,-0.3102372590455763,V16.0-faithful
39.38971166649293,-0.24527602813354082,1.9235806281806713,13,-1.542713386949588,0.8362803707638387,2.3789937577134266,-0.4614920729005024,-0.30979383906888575,V16.0-faithful
39.729046080452385,-0.24483715129156233,1.923527703396708,13,-1.542238812829879,0.8362528858622718,2.3784916986921507,-0.4610531960585239,-0.3091544339023745,V16.0-faithful
40.071303791882826,-0.2349743443911191,1.9374462261757954,13,-1.5417639209294947,0.8362254054856559,2.3779893264151504,-0.45119038915808074,-0.29894078865276447,V16.0-faithful
40.41650998440181,-0.14892201983149783,2.064322856291328,13,-1.5412887109763298,0.8361979296332614,2.3774866406095914,-0.36513806459845943,-0.2141944661976757,V16.0-faithful
40.76469005857865,-0.148854968596006,2.0637172482274506,13,-1.5408131826978884,0.8361704583043384,2.376983641002227,-0.3650710133629676,-0.2133726285280152,V16.0-faithful
