variant,holdout_critical_rmse_db,bias_2k4k_db,bias_8k12k_db,rmse_8k12k_db,gain_db,eq_at_10k_db,eq_at_15k_db,eq_at_18k_db
v20_no_taper,4.100028878623228,0.055666132494328835,0.5545217086598813,3.475814256303984,-12.011933081005813,4.535609811972347,3.7694031843448523,3.715200537501221
v20_aac_prior,4.099924783964976,0.05568600583653516,0.40890866596451625,3.437943037235855,-12.011933081005813,4.087440845516821,1.264074084689156,0.2972160430000977
v20_soft_8_15,4.099904922461471,0.05568770809391732,0.29662674342774076,3.4095109612197714,-12.011933081005813,2.925558684643817,0.0025116251635890164,0.0
v20_hard_10k,4.099865980502868,0.05569122540886906,0.09080320707214606,3.354298990110843,-12.011933081005813,0.0029216077561513556,0.0,0.0
v20_aac_then_soft,4.099893759430358,0.05569061013511667,0.3630218625210493,3.42717416546051,-12.011933081005813,4.086556242670745,0.2989102633603998,0.0
v12_recommended_ref,5.312782268097891,-1.9549440981681667,-0.8623101593779549,4.181447463368273,-12.038460338023926,2.2232317321904223e-05,0.00011662691017975802,3.539779738130677e-06
