setup,gains_db,worst,avg,global,uniform,mae,p50,p90,p95,max_reliable,max_total,bias,slope_mean,e30,ae30,r2540,r2060,r8k,r15500
Guitarra,"[-9.5, 4.0, 2.5, 11.0, -0.5]",0.6645830870360736,0.46350442326050734,0.5017082637234689,0.544102112933904,0.4405129043566306,0.45166400126248263,0.8258150005102772,0.8871231532706385,1.3673743004084393,2.099273534074605,-0.06905323285715147,0.6221305764656987,-0.005058845081831631,0.005058845081831631,0.016727023784216873,0.07178701261706558,0.4948277511842396,0.5155630406338593
Guitarra,"[-10.0, 4.5, 3.5, 9.0, 1.0]",0.7539648119803263,0.40841156580468674,0.4301774611220213,0.515115363912783,0.3591166026015103,0.14235190242025908,0.9057188057538856,1.0617889979502257,1.5122676204218486,1.8968615815983885,-0.019442999317277238,0.5289214494344503,-0.10932053055500335,0.10932053055500335,0.09462467380582947,0.07142468060032572,0.45210789259238504,0.4860683453431154
Guitarra,"[-10.0, 4.5, 3.0, 9.5, 1.0]",0.8896226891214155,0.4396150859040106,0.4160870222937349,0.5032462877581434,0.3748834398358492,0.30452548774947097,0.7912242483651111,0.9496463723916075,1.7423731156086255,1.9753434798747538,-0.03987169002973296,0.5322493244215215,-0.1301377621478088,0.1301377621478088,0.1164352960823595,0.08541524016748205,0.39620313689987813,0.47224528912978064
Guitarra,"[-9.5, 4.5, 2.0, 11.5, -1.0]",0.6020119232436735,0.4640266330189952,0.4839984756922101,0.5327370862963042,0.44349137895511104,0.3960312805219566,0.8487622348729474,0.9044225425920601,1.224583897054897,2.253915739460121,0.003657155548398903,0.6075058647686482,0.20746021548138183,0.20746021548138183,0.21676745167323008,0.24433908721043018,0.49085857529862564,0.5010527401364284
Guitarra,"[-9.5, 3.5, 4.5, 8.0, 2.0]",0.8923085496945712,0.4427511747678824,0.4141267922062402,0.5058744607243549,0.3783740971170465,0.2320193167555793,0.8052118945990302,0.9880664224851664,1.7985222938027636,2.086156417748761,-0.03629726694275705,0.54052576799486,-0.15547359582260922,0.15547359582260922,0.1522801551273699,0.13440049420592326,0.3989773139193321,0.47469279687661853
Guitarra,"[-8.5, 2.5, 5.5, 7.0, 2.5]",0.8108461288452574,0.4417486537130966,0.41537836249056426,0.5097110876984005,0.3695845118460111,0.24959297830120342,0.8888588912738407,1.0848953449235001,1.7130274803032304,2.037956781400604,-0.03031859080082647,0.6116882475272983,0.17774778518071566,0.17774778518071566,0.1756884528975549,0.23045360471840426,0.4256827740407814,0.479939531589973
Guitarra,"[-9.5, 4.0, 3.0, 10.5, -0.5]",0.6574557237959194,0.4318782830289859,0.48207715817846597,0.538666641850989,0.41609242784234773,0.37043248804969053,0.9077298574322478,0.9576232779576241,1.1376408940304792,2.3181679312849397,-0.049746370390552214,0.6052916694848387,0.015211939689425247,0.015211939689425247,0.024426979750589863,0.07627303320788466,0.5044629473480206,0.5064895034001331
Guitarra,"[-10.0, 5.0, 0.5, 12.5, -1.5]",0.7084004162846383,0.5337640974467849,0.601236388967488,0.624296836413003,0.49340097791990145,0.44921178420582564,1.0526199089256385,1.120914239091462,1.2840043912427888,2.21153638356045,-0.2624821903586931,0.6090402263099117,0.0060961627327906776,0.0060961627327906776,0.024420403527673815,0.05178569163171737,0.5952690134672146,0.599944804081389
Guitarra,"[-9.5, 4.0, 2.5, 11.5, -1.5]",0.704153992856318,0.4599100804794823,0.546988050947806,0.5924621178718037,0.4662959117531659,0.47209714233534683,0.9690857939148235,1.0439554886434141,1.1008381095321234,2.606384489911612,-0.08716967447325459,0.6417042167412572,-0.0035499063632884464,0.0035499063632884464,0.016235654194860973,0.0714754854982594,0.5706826242783668,0.5575647382834609
Guitarra,"[-9.0, 3.0, 5.0, 7.5, 2.5]",0.9881366397499501,0.43294394617600584,0.40254207349481325,0.5032320005491203,0.35227363863464833,0.232938596436993,0.7990416580998493,0.9579159308248393,1.9424559492509488,2.249152067520143,0.01758252201433293,0.570690900233972,0.010566900145730695,0.010566900145730695,0.037390867472587914,0.10897256010203325,0.3644033577588144,0.46942044746825967
