setup,band,center_hz,gain_db,frequency_hz,contribution_db
Bajo,1,30,16.0,93.7726151055401,9.694445771094577
Bajo,1,30,16.0,94.1117593320225,9.679309079347933
Bajo,1,30,16.0,94.45213012988958,9.664126333010504
Bajo,1,30,16.0,94.79373193524032,9.648897675858004
Bajo,1,30,16.0,95.13656920021768,9.633623253377559
Bajo,1,30,16.0,95.4806463930664,9.618303212765174
Bajo,1,30,16.0,95.82596799819136,9.602937702923091
Bajo,1,30,16.0,96.17253851621624,9.587526874456952
Bajo,1,30,16.0,96.52036246404175,9.572070879672848
Bajo,1,30,16.0,96.8694443749048,9.556569872574212
Bajo,1,30,16.0,97.21978879843752,9.541024008858543
Bajo,1,30,16.0,97.57140030072652,9.525433445913999
Bajo,1,30,16.0,97.9242834643724,9.509798342815845
Bajo,1,30,16.0,98.2784428885496,9.494118860322745
Bajo,1,30,16.0,98.6338831890661,9.478395160872932
Bajo,1,30,16.0,98.99060899842377,9.462627408580184
Bajo,1,30,16.0,99.34862496587871,9.446815769229724
Bajo,1,30,16.0,99.70793575750186,9.430960410273922
Bajo,1,30,16.0,100.06854605623964,9.415061500827896
Bajo,1,30,16.0,100.43046056197528,9.399119211664933
Bajo,1,30,16.0,100.79368399158986,9.38313371521181
Bajo,1,30,16.0,101.15822107902378,9.367105185543966
Bajo,1,30,16.0,101.52407657533864,9.351033798380513
Bajo,1,30,16.0,101.89125524877898,9.334919731079143
Bajo,1,30,16.0,102.25976188483445,9.318763162630901
Bajo,1,30,16.0,102.62960128630226,9.302564273654784
Bajo,1,30,16.0,103.00077827334977,9.286323246392262
Bajo,1,30,16.0,103.37329768357718,9.270040264701633
Bajo,1,30,16.0,103.74716437208076,9.253715514052255
Bajo,1,30,16.0,104.12238321151604,9.237349181518654
Bajo,1,30,16.0,104.49895909216124,9.220941455774522
Bajo,1,30,16.0,104.87689692198116,9.204492527086547
Bajo,1,30,16.0,105.256201626691,9.188002587308144
Bajo,1,30,16.0,105.63687814982072,9.171471829873086
Bajo,1,30,16.0,106.0189314527793,9.154900449788958
Bajo,1,30,16.0,106.40236651491952,9.138288643630537
Bajo,1,30,16.0,106.78718833360271,9.12163660953304
Bajo,1,30,16.0,107.17340192426424,9.104944547185227
Bajo,1,30,16.0,107.56101232047834,9.08821265782244
Bajo,1,30,16.0,107.95002457402416,9.071441144219474
Bajo,1,30,16.0,108.3404437549514,9.054630210683365
Bajo,1,30,16.0,108.7322749516465,9.03778006304605
Bajo,1,30,16.0,109.12552327089878,9.020890908656938
Bajo,1,30,16.0,109.52019383796724,9.003962956375334
Bajo,1,30,16.0,109.91629179664712,8.986996416562791
Bajo,1,30,16.0,110.3138223093371,8.969991501075329
Bajo,1,30,16.0,110.71279055710656,8.95294842325556
Bajo,1,30,16.0,111.113201739763,8.935867397924719
Bajo,1,30,16.0,111.51506107591992,8.918748641374554
