setup,band,center_hz,gain_db,frequency_hz,contribution_db
Bajo,5,18000,-4.0,122.48925837348524,-0.004682830297947202
Bajo,5,18000,-4.0,122.93226110660429,-0.004716711727150795
Bajo,5,18000,-4.0,123.37686603263526,-0.0047508379158155015
Bajo,5,18000,-4.0,123.82307894617476,-0.004785210626551529
Bajo,5,18000,-4.0,124.2709056627764,-0.004819831634584895
Bajo,5,18000,-4.0,124.72035201902696,-0.004854702727837616
Bajo,5,18000,-4.0,125.17142387262194,-0.004889825707026747
Bajo,5,18000,-4.0,125.62412710244227,-0.004925202385751852
Bajo,5,18000,-4.0,126.07846760863092,-0.004960834590582983
Bajo,5,18000,-4.0,126.53445131266956,-0.004996724161157377
Bajo,5,18000,-4.0,126.99208415745596,-0.005032872950267958
Bajo,5,18000,-4.0,127.45137210738136,-0.0050692828239567046
Bajo,5,18000,-4.0,127.91232114840818,-0.00510595566160948
Bajo,5,18000,-4.0,128.3749372881481,-0.005142893356047989
Bajo,5,18000,-4.0,128.83922655594034,-0.005180097813626119
Bajo,5,18000,-4.0,129.3051950029302,-0.005217570954327738
Bajo,5,18000,-4.0,129.77284870214783,-0.005255314711855832
Bajo,5,18000,-4.0,130.24219374858782,-0.005293331033735684
Bajo,5,18000,-4.0,130.713236259288,-0.005331621881409366
Bajo,5,18000,-4.0,131.1859823734096,-0.005370189230333657
Bajo,5,18000,-4.0,131.6604382523172,-0.005409035070081838
Bajo,5,18000,-4.0,132.1366100796589,-0.0054481614044382815
Bajo,5,18000,-4.0,132.61450406144698,-0.0054875702515012675
Bajo,5,18000,-4.0,133.0941264261389,-0.005527263643784389
Bajo,5,18000,-4.0,133.5754834247183,-0.005567243628314119
Bajo,5,18000,-4.0,134.05858133077646,-0.005607512266738508
Bajo,5,18000,-4.0,134.54342644059432,-0.005648071635424336
Bajo,5,18000,-4.0,135.03002507322424,-0.00568892382556055
Bajo,5,18000,-4.0,135.51838357057244,-0.005730070943268032
Bajo,5,18000,-4.0,136.00850829748188,-0.005771515109699727
Bajo,5,18000,-4.0,136.5004056418149,-0.005813258461144188
Bajo,5,18000,-4.0,136.99408201453647,-0.005855303149139286
Bajo,5,18000,-4.0,137.48954384979822,-0.0058976513405734066
Bajo,5,18000,-4.0,137.98679760502174,-0.005940305217795849
Bajo,5,18000,-4.0,138.4858497609829,-0.005983266978724362
Bajo,5,18000,-4.0,138.9867068218965,-0.006026538836950781
Bajo,5,18000,-4.0,139.4893753155009,-0.006070123021862636
Bajo,5,18000,-4.0,139.99386179314303,-0.006114021778738717
Bajo,5,18000,-4.0,140.50017282986397,-0.00615823736887075
Bajo,5,18000,-4.0,141.0083150244844,-0.006202772069673042
Bajo,5,18000,-4.0,141.5182949996908,-0.006247628174795047
Bajo,5,18000,-4.0,142.0301194021217,-0.006292807994238331
Bajo,5,18000,-4.0,142.5437949024543,-0.006338313854461004
Bajo,5,18000,-4.0,143.05932819549133,-0.006384148098508275
Bajo,5,18000,-4.0,143.57672600024858,-0.006430313086113591
Bajo,5,18000,-4.0,144.09599506004207,-0.006476811193829738
Bajo,5,18000,-4.0,144.61714214257614,-0.006523644815131514
Bajo,5,18000,-4.0,145.1401740400319,-0.006570816360547396
Bajo,5,18000,-4.0,145.66509756915525,-0.006618328257771462
Bajo,5,18000,-4.0,146.1919195713461,-0.006666182951785966
Bajo,5,18000,-4.0,146.72064691274738,-0.006714382904980103
Bajo,5,18000,-4.0,147.25128648433466,-0.006762930597274121
Bajo,5,18000,-4.0,147.78384520200566,-0.006811828526242515
Bajo,5,18000,-4.0,148.31833000667083,-0.006861079207231458
Bajo,5,18000,-4.0,148.85474786434347,-0.006910685173492231
Bajo,5,18000,-4.0,149.39310576623052,-0.006960648976298748
Bajo,5,18000,-4.0,149.933410728824,-0.0070109731850738185
Bajo,5,18000,-4.0,150.47566979399204,-0.007061660387522708
Bajo,5,18000,-4.0,151.01989002907095,-0.007112713189751768
Bajo,5,18000,-4.0,151.56607852695726,-0.0071641342164030525
Bajo,5,18000,-4.0,152.11424240620005,-0.007215926110778359
Bajo,5,18000,-4.0,152.66438881109383,-0.00726809153497587
Bajo,5,18000,-4.0,153.21652491177178,-0.007320633170016706
Bajo,5,18000,-4.0,153.77065790429887,-0.007373553715976362
Bajo,5,18000,-4.0,154.32679501076586,-0.007426855892118115
Bajo,5,18000,-4.0,154.88494347938354,-0.007480542437029874
Bajo,5,18000,-4.0,155.44511058457695,-0.007534616108752867
Bajo,5,18000,-4.0,156.00730362708023,-0.007589079684923909
Bajo,5,18000,-4.0,156.571529934032,-0.007643935962904672
Bajo,5,18000,-4.0,157.13779685907062,-0.007699187759922621
Bajo,5,18000,-4.0,157.70611178243,-0.007754837913208114
Bajo,5,18000,-4.0,158.27648211103607,-0.007810889280137867
Bajo,5,18000,-4.0,158.84891527860304,-0.007867344738365409
Bajo,5,18000,-4.0,159.42341874573032,-0.007924207185972382
Bajo,5,18000,-4.0,160.0,-0.007981479541600564
Bajo,5,18000,-4.0,160.5786665560741,-0.008039164744605707
Bajo,5,18000,-4.0,161.1594259557926,-0.008097265755188704
Bajo,5,18000,-4.0,161.74228576827207,-0.008155785554550037
Bajo,5,18000,-4.0,162.3272535900038,-0.00821472714503169
Bajo,5,18000,-4.0,162.91433704495307,-0.008274093550263517
Bajo,5,18000,-4.0,163.50354378465866,-0.008333887815309625
Bajo,5,18000,-4.0,164.09488148833225,-0.008394113006822586
Bajo,5,18000,-4.0,164.6883578629587,-0.008454772213183206
Bajo,5,18000,-4.0,165.28398064339655,-0.008515868544661624
Bajo,5,18000,-4.0,165.8817575924786,-0.008577405133560598
Bajo,5,18000,-4.0,166.48169650111328,-0.008639385134371898
Bajo,5,18000,-4.0,167.0838051883862,-0.008701811723926022
Bajo,5,18000,-4.0,167.68809150166194,-0.008764688101556456
Bajo,5,18000,-4.0,168.29456331668626,-0.008828017489240827
Bajo,5,18000,-4.0,168.90322853768913,-0.008891803131768699
Bajo,5,18000,-4.0,169.51409509748726,-0.008956048296893972
Bajo,5,18000,-4.0,170.1271709575877,-0.009020756275492684
Bajo,5,18000,-4.0,170.74246410829178,-0.00908593038172861
Bajo,5,18000,-4.0,171.35998256879896,-0.009151573953206373
Bajo,5,18000,-4.0,171.9797343873114,-0.009217690351137203
Bajo,5,18000,-4.0,172.60172764113918,-0.0092842829605009
Bajo,5,18000,-4.0,173.225970436805,-0.009351355190209333
Bajo,5,18000,-4.0,173.85247091015032,-0.009418910473270491
Bajo,5,18000,-4.0,174.48123722644124,-0.009486952266960374
Bajo,5,18000,-4.0,175.1122775804748,-0.009555484052977042
Bajo,5,18000,-4.0,175.74560019668587,-0.00962450933762283
Bajo,5,18000,-4.0,176.38121332925454,-0.009694031651964374
Bajo,5,18000,-4.0,177.01912526221335,-0.00976405455200869
Bajo,5,18000,-4.0,177.65934430955537,-0.009834581618868223
Bajo,5,18000,-4.0,178.30187881534275,-0.009905616458937111
Bajo,5,18000,-4.0,178.9467371538154,-0.00997716270406703
Bajo,5,18000,-4.0,179.59392772949963,-0.010049224011736864
Bajo,5,18000,-4.0,180.2434589773187,-0.01012180406523214
Bajo,5,18000,-4.0,180.8953393627017,-0.010194906573820682
Bajo,5,18000,-4.0,181.5495773816946,-0.010268535272929794
Bajo,5,18000,-4.0,182.20618156107065,-0.010342693924327436
Bajo,5,18000,-4.0,182.86516045844164,-0.010417386316301548
Bajo,5,18000,-4.0,183.5265226623692,-0.010492616263841403
Bajo,5,18000,-4.0,184.1902767924772,-0.010568387608820042
Bajo,5,18000,-4.0,184.8564314995637,-0.010644704220181135
Bajo,5,18000,-4.0,185.52499546571363,-0.010721569994119695
Bajo,5,18000,-4.0,186.1959774044124,-0.010798988854270122
Bajo,5,18000,-4.0,186.869386060659,-0.010876964751895814
Bajo,5,18000,-4.0,187.5452302110802,-0.010955501666073082
Bajo,5,18000,-4.0,188.223518664045,-0.011034603603886289
Bajo,5,18000,-4.0,188.9042602597792,-0.01111427460061344
Bajo,5,18000,-4.0,189.58746387048063,-0.011194518719923968
Bajo,5,18000,-4.0,190.27313840043536,-0.011275340054069372
Bajo,5,18000,-4.0,190.9612927861328,-0.011356742724075917
Bajo,5,18000,-4.0,191.65193599638275,-0.011438730879946622
Bajo,5,18000,-4.0,192.3450770324325,-0.011521308700847922
Bajo,5,18000,-4.0,193.04072492808356,-0.011604480395322525
Bajo,5,18000,-4.0,193.7388887498096,-0.011688250201476302
Bajo,5,18000,-4.0,194.43957759687504,-0.011772622387185119
Bajo,5,18000,-4.0,195.14280060145305,-0.011857601250296968
Bajo,5,18000,-4.0,195.8485669287448,-0.011943191118836143
Bajo,5,18000,-4.0,196.5568857770992,-0.012029396351201269
Bajo,5,18000,-4.0,197.2677663781322,-0.01211622133638039
Bajo,5,18000,-4.0,197.9812179968475,-0.0122036704941565
Bajo,5,18000,-4.0,198.69724993175743,-0.012291748275310325
Bajo,5,18000,-4.0,199.4158715150037,-0.012380459161834848
Bajo,5,18000,-4.0,200.13709211247928,-0.012469807667145111
Bajo,5,18000,-4.0,200.86092112395056,-0.012559798336294965
Bajo,5,18000,-4.0,201.5873679831797,-0.012650435746182806
Bajo,5,18000,-4.0,202.31644215804755,-0.01274172450577391
Bajo,5,18000,-4.0,203.0481531506773,-0.012833669256315662
Bajo,5,18000,-4.0,203.78251049755795,-0.012926274671551486
Bajo,5,18000,-4.0,204.5195237696689,-0.01301954545794506
Bajo,5,18000,-4.0,205.2592025726045,-0.013113486354897945
Bajo,5,18000,-4.0,206.00155654669956,-0.013208102134970229
Bajo,5,18000,-4.0,206.7465953671544,-0.013303397604112501
Bajo,5,18000,-4.0,207.49432874416155,-0.01339937760187616
Bajo,5,18000,-4.0,208.2447664230321,-0.013496047001652477
Bajo,5,18000,-4.0,208.9979181843225,-0.013593410710894373
Bajo,5,18000,-4.0,209.7537938439623,-0.013691473671346589
Bajo,5,18000,-4.0,210.512403253382,-0.013790240859272164
Bajo,5,18000,-4.0,211.27375629964143,-0.013889717285691657
Bajo,5,18000,-4.0,212.0378629055586,-0.013989907996608496
Bajo,5,18000,-4.0,212.80473302983904,-0.014090818073251948
Bajo,5,18000,-4.0,213.57437666720543,-0.014192452632300874
Bajo,5,18000,-4.0,214.34680384852845,-0.014294816826136736
Bajo,5,18000,-4.0,215.12202464095668,-0.014397915843069162
Bajo,5,18000,-4.0,215.9000491480483,-0.014501754907581085
Bajo,5,18000,-4.0,216.6808875099028,-0.014606339280573564
Bajo,5,18000,-4.0,217.464549903293,-0.01471167425960645
Bajo,5,18000,-4.0,218.2510465417976,-0.01481776517913826
Bajo,5,18000,-4.0,219.04038767593448,-0.01492461741078369
Bajo,5,18000,-4.0,219.83258359329423,-0.015032236363550005
Bajo,5,18000,-4.0,220.6276446186742,-0.015140627484090109
Bajo,5,18000,-4.0,221.42558111421312,-0.015249796256959177
Bajo,5,18000,-4.0,222.22640347952603,-0.015359748204855065
Bajo,5,18000,-4.0,223.03012215183983,-0.01547048888888407
Bajo,5,18000,-4.0,223.8367476061298,-0.015582023908806591
Bajo,5,18000,-4.0,224.6462903552552,-0.015694358903298965
Bajo,5,18000,-4.0,225.45876095009697,-0.01580749955021068
Bajo,5,18000,-4.0,226.2741699796952,-0.01592145156682328
Bajo,5,18000,-4.0,227.09252807138688,-0.01603622071011427
Bajo,5,18000,-4.0,227.9138458909445,-0.01615181277701409
Bajo,5,18000,-4.0,228.7381341427152,-0.016268233604679185
Bajo,5,18000,-4.0,229.5654035697601,-0.016385489070749392
Bajo,5,18000,-4.0,230.39566495399416,-0.01650358509362105
Bajo,5,18000,-4.0,231.22892911632744,-0.016622527632713543
Bajo,5,18000,-4.0,232.06520691680524,-0.01674232268874289
Bajo,5,18000,-4.0,232.90450925475,-0.01686297630399023
Bajo,5,18000,-4.0,233.74684706890352,-0.016984494562575427
Bajo,5,18000,-4.0,234.59223133756936,-0.01710688359073911
Bajo,5,18000,-4.0,235.44067307875585,-0.01723014955711195
Bajo,5,18000,-4.0,236.2921833503199,-0.017354298672995767
Bajo,5,18000,-4.0,237.14677325011084,-0.01747933719264881
Bajo,5,18000,-4.0,238.0044539161153,-0.017605271413559647
Bajo,5,18000,-4.0,238.8652365266024,-0.01773210767673539
Bajo,5,18000,-4.0,239.72913230026907,-0.017859852366985347
Bajo,5,18000,-4.0,240.59615249638665,-0.017988511913212202
Bajo,5,18000,-4.0,241.4663084149477,-0.018118092788691864
Bajo,5,18000,-4.0,242.33961139681264,-0.018248601511372475
Bajo,5,18000,-4.0,243.21607282385835,-0.018380044644158225
Bajo,5,18000,-4.0,244.0957041191261,-0.01851242879521328
Bajo,5,18000,-4.0,244.97851674697048,-0.018645760618241858
Bajo,5,18000,-4.0,245.86452221320852,-0.01878004681280192
Bajo,5,18000,-4.0,246.75373206527053,-0.018915294124590212
Bajo,5,18000,-4.0,247.64615789234952,-0.019051509345749326
Bajo,5,18000,-4.0,248.54181132555283,-0.019188699315168825
Bajo,5,18000,-4.0,249.44070403805392,-0.01932687091878521
Bajo,5,18000,-4.0,250.3428477452439,-0.019466031089892866
Bajo,5,18000,-4.0,251.24825420488455,-0.01960618680944564
Bajo,5,18000,-4.0,252.15693521726183,-0.019747345106368944
Bajo,5,18000,-4.0,253.06890262533915,-0.01988951305786876
Bajo,5,18000,-4.0,253.9841683149119,-0.020032697789744404
Bajo,5,18000,-4.0,254.9027442147627,-0.02017690647670259
Bajo,5,18000,-4.0,255.8246422968164,-0.020322146342672813
Bajo,5,18000,-4.0,256.7498745762962,-0.020468424661121615
Bajo,5,18000,-4.0,257.6784531118807,-0.020615748755379356
Bajo,5,18000,-4.0,258.6103900058604,-0.020764125998953244
Bajo,5,18000,-4.0,259.5456974042957,-0.02091356381585288
Bajo,5,18000,-4.0,260.48438749717565,-0.021064069680914715
Bajo,5,18000,-4.0,261.426472518576,-0.021215651120131216
Bajo,5,18000,-4.0,262.3719647468192,-0.021368315710973675
Bajo,5,18000,-4.0,263.3208765046344,-0.02152207108272117
Bajo,5,18000,-4.0,264.2732201593178,-0.021676924916799657
Bajo,5,18000,-4.0,265.229008122894,-0.021832884947109756
Bajo,5,18000,-4.0,266.1882528522778,-0.02198995896035939
Bajo,5,18000,-4.0,267.1509668494366,-0.022148154796407426
Bajo,5,18000,-4.0,268.1171626615529,-0.022307480348596587
Bajo,5,18000,-4.0,269.08685288118863,-0.022467943564096513
Bajo,5,18000,-4.0,270.0600501464485,-0.022629552444247684
Bajo,5,18000,-4.0,271.0367671411449,-0.02279231504489804
Bajo,5,18000,-4.0,272.01701659496376,-0.022956239476759916
Bajo,5,18000,-4.0,273.00081128362973,-0.02312133390574993
Bajo,5,18000,-4.0,273.98816402907295,-0.02328760655333906
Bajo,5,18000,-4.0,274.97908769959645,-0.023455065696906526
Bajo,5,18000,-4.0,275.97359521004347,-0.023623719670094624
Bajo,5,18000,-4.0,276.9716995219658,-0.023793576863157737
Bajo,5,18000,-4.0,277.973413643793,-0.02396464572332392
Bajo,5,18000,-4.0,278.9787506310018,-0.024136934755151145
Bajo,5,18000,-4.0,279.98772358628605,-0.02431045252089275
Bajo,5,18000,-4.0,281.00034565972794,-0.024485207640853213
Bajo,5,18000,-4.0,282.0166300489688,-0.024661208793754573
Bajo,5,18000,-4.0,283.0365899993816,-0.024838464717104363
Bajo,5,18000,-4.0,284.0602388042434,-0.025016984207564485
Bajo,5,18000,-4.0,285.0875898049086,-0.025196776121316274
Bajo,5,18000,-4.0,286.11865639098266,-0.025377849374435768
Bajo,5,18000,-4.0,287.1534520004972,-0.02556021294326562
Bajo,5,18000,-4.0,288.19199012008414,-0.025743875864794843
Bajo,5,18000,-4.0,289.2342842851523,-0.025928847237029352
Bajo,5,18000,-4.0,290.2803480800638,-0.02611513621937378
Bajo,5,18000,-4.0,291.3301951383105,-0.02630275203301574
Bajo,5,18000,-4.0,292.3838391426922,-0.026491703961306318
Bajo,5,18000,-4.0,293.4412938254948,-0.026682001350140646
Bajo,5,18000,-4.0,294.5025729686693,-0.02687365360835261
Bajo,5,18000,-4.0,295.56769040401133,-0.027066670208098047
Bajo,5,18000,-4.0,296.63666001334167,-0.02726106068524533
Bajo,5,18000,-4.0,297.70949572868693,-0.027456834639769893
Bajo,5,18000,-4.0,298.78621153246104,-0.027654001736148476
Bajo,5,18000,-4.0,299.866821457648,-0.027852571703750037
Bajo,5,18000,-4.0,300.9513395879841,-0.028052554337241884
Bajo,5,18000,-4.0,302.0397800581419,-0.02825395949698186
Bajo,5,18000,-4.0,303.1321570539145,-0.028456797109426713
Bajo,5,18000,-4.0,304.2284848124001,-0.028661077167530427
Bajo,5,18000,-4.0,305.32877762218766,-0.028866809731150977
Bajo,5,18000,-4.0,306.4330498235436,-0.029074004927459207
Bajo,5,18000,-4.0,307.54131580859774,-0.029282672951347885
Bajo,5,18000,-4.0,308.6535900215317,-0.029492824065841975
Bajo,5,18000,-4.0,309.7698869587671,-0.029704468602509027
Bajo,5,18000,-4.0,310.8902211691539,-0.029917616961880528
Bajo,5,18000,-4.0,312.01460725416047,-0.03013227961386426
Bajo,5,18000,-4.0,313.14305986806403,-0.03034846709816314
Bajo,5,18000,-4.0,314.27559371814124,-0.03056619002469388
Bajo,5,18000,-4.0,315.41222356486,-0.030785459074013605
Bajo,5,18000,-4.0,316.5529642220721,-0.0310062849977439
Bajo,5,18000,-4.0,317.6978305572061,-0.031228678618992617
Bajo,5,18000,-4.0,318.84683749146063,-0.03145265083278522
Bajo,5,18000,-4.0,320.0,-0.03167821260649304
Bajo,5,18000,-4.0,321.157333112148,-0.03190537498026812
Bajo,5,18000,-4.0,322.31885191158534,-0.03213414906747153
Bajo,5,18000,-4.0,323.48457153654414,-0.032364546055113776
Bajo,5,18000,-4.0,324.6545071800075,-0.0325965772042881
Bajo,5,18000,-4.0,325.82867408990626,-0.03283025385061203
Bajo,5,18000,-4.0,327.0070875693173,-0.033065587404670124
Bajo,5,18000,-4.0,328.18976297666444,-0.033302589352449403
Bajo,5,18000,-4.0,329.3767157259175,-0.03354127125579407
Bajo,5,18000,-4.0,330.5679612867931,-0.033781644752842094
Bajo,5,18000,-4.0,331.7635151849571,-0.034023721558483176
Bajo,5,18000,-4.0,332.9633930022266,-0.03426751346479808
Bajo,5,18000,-4.0,334.1676103767724,-0.03451303234152031
Bajo,5,18000,-4.0,335.3761830033238,-0.03476029013648599
Bajo,5,18000,-4.0,336.5891266333727,-0.03500929887608573
Bajo,5,18000,-4.0,337.80645707537826,-0.03526007066572756
Bajo,5,18000,-4.0,339.0281901949744,-0.03551261769029306
Bajo,5,18000,-4.0,340.2543419151755,-0.03576695221460027
Bajo,5,18000,-4.0,341.4849282165836,-0.03602308658386322
Bajo,5,18000,-4.0,342.7199651375978,-0.03628103322415726
Bajo,5,18000,-4.0,343.9594687746229,-0.036540804642888836
Bajo,5,18000,-4.0,345.2034552822784,-0.0368024134292565
Bajo,5,18000,-4.0,346.45194087360994,-0.03706587225472805
Bajo,5,18000,-4.0,347.7049418203007,-0.03733119387350747
Bajo,5,18000,-4.0,348.9624744528825,-0.03759839112300736
Bajo,5,18000,-4.0,350.2245551609494,-0.03786747692432479
Bajo,5,18000,-4.0,351.49120039337186,-0.03813846428271919
Bajo,5,18000,-4.0,352.76242665850907,-0.03841136628809044
Bajo,5,18000,-4.0,354.03825052442653,-0.03868619611545648
Bajo,5,18000,-4.0,355.31868861911084,-0.038962967025435974
Bajo,5,18000,-4.0,356.60375763068555,-0.03924169236472971
Bajo,5,18000,-4.0,357.89347430763064,-0.03952238556661083
Bajo,5,18000,-4.0,359.1878554589994,-0.039805060151406016
Bajo,5,18000,-4.0,360.4869179546374,-0.040089729726982284
Bajo,5,18000,-4.0,361.7906787254034,-0.040376407989244155
Bajo,5,18000,-4.0,363.09915476338927,-0.04066510872261589
Bajo,5,18000,-4.0,364.4123631221413,-0.040955845800542595
Bajo,5,18000,-4.0,365.7303209168831,-0.04124863318597732
Bajo,5,18000,-4.0,367.05304532473855,-0.04154348493188072
Bajo,5,18000,-4.0,368.3805535849544,-0.04184041518171938
Bajo,5,18000,-4.0,369.71286299912725,-0.04213943816996216
Bajo,5,18000,-4.0,371.0499909314274,-0.04244056822258155
Bajo,5,18000,-4.0,372.3919548088248,-0.04274381975755893
Bajo,5,18000,-4.0,373.73877212131794,-0.04304920728538026
Bajo,5,18000,-4.0,375.09046042216056,-0.04335674540954979
Bajo,5,18000,-4.0,376.44703732809,-0.043666448827090885
Bajo,5,18000,-4.0,377.8085205195583,-0.04397833232905462
Bajo,5,18000,-4.0,379.1749277409615,-0.0442924108010297
Bajo,5,18000,-4.0,380.5462768008707,-0.044608699223652314
Bajo,5,18000,-4.0,381.9225855722655,-0.044927212673121816
Bajo,5,18000,-4.0,383.30387199276566,-0.045247966321705135
Bajo,5,18000,-4.0,384.690154064865,-0.0455709754382606
Bajo,5,18000,-4.0,386.0814498561669,-0.04589625538874778
Bajo,5,18000,-4.0,387.47777749961926,-0.0462238216367469
Bajo,5,18000,-4.0,388.8791551937501,-0.04655368974397746
Bajo,5,18000,-4.0,390.2856012029059,-0.04688587537081727
Bajo,5,18000,-4.0,391.6971338574898,-0.047220394276822675
Bajo,5,18000,-4.0,393.1137715541984,-0.04755726232125058
Bajo,5,18000,-4.0,394.5355327562643,-0.04789649546358328
Bajo,5,18000,-4.0,395.9624359936952,-0.04823810976404884
Bajo,5,18000,-4.0,397.39449986351485,-0.04858212138415187
Bajo,5,18000,-4.0,398.83174303000726,-0.04892854658719623
Bajo,5,18000,-4.0,400.2741842249586,-0.049277401738809366
Bajo,5,18000,-4.0,401.7218422479011,-0.0496287033074828
Bajo,5,18000,-4.0,403.1747359663593,-0.04998246786508621
Bajo,5,18000,-4.0,404.63288431609527,-0.0503387120874094
Bajo,5,18000,-4.0,406.0963063013546,-0.05069745275468843
Bajo,5,18000,-4.0,407.5650209951158,-0.05105870675213841
Bajo,5,18000,-4.0,409.0390475393378,-0.05142249107048948
Bajo,5,18000,-4.0,410.518405145209,-0.05178882280651581
Bajo,5,18000,-4.0,412.00311309339895,-0.05215771916357749
Bajo,5,18000,-4.0,413.4931907343088,-0.052529197452148325
Bajo,5,18000,-4.0,414.9886574883231,-0.05290327509036092
Bajo,5,18000,-4.0,416.4895328460641,-0.05327996960453462
Bajo,5,18000,-4.0,417.995836368645,-0.05365929862972102
Bajo,5,18000,-4.0,419.5075876879246,-0.054041279910237064
Bajo,5,18000,-4.0,421.0248065067639,-0.054425931300209514
Bajo,5,18000,-4.0,422.547512599283,-0.054813270764108454
Bajo,5,18000,-4.0,424.0757258111172,-0.05520331637729275
Bajo,5,18000,-4.0,425.6094660596779,-0.05559608632654845
Bajo,5,18000,-4.0,427.1487533344111,-0.05599159891062941
Bajo,5,18000,-4.0,428.6936076970569,-0.05638987254080272
Bajo,5,18000,-4.0,430.2440492819133,-0.056790925741383086
Bajo,5,18000,-4.0,431.80009829609673,-0.05719477715028476
Bajo,5,18000,-4.0,433.3617750198056,-0.05760144551955725
Bajo,5,18000,-4.0,434.929099806586,-0.05801094971592921
Bajo,5,18000,-4.0,436.5020930835953,-0.05842330872135807
Bajo,5,18000,-4.0,438.08077535186897,-0.05883854163356322
Bajo,5,18000,-4.0,439.66516718658846,-0.05925666766657646
Bajo,5,18000,-4.0,441.25528923734856,-0.0596777061512835
Bajo,5,18000,-4.0,442.85116222842623,-0.06010167653597055
Bajo,5,18000,-4.0,444.4528069590519,-0.06052859838686052
Bajo,5,18000,-4.0,446.0602443036799,-0.06095849138866508
Bajo,5,18000,-4.0,447.6734952122596,-0.06139137534512254
Bajo,5,18000,-4.0,449.2925807105103,-0.06182727017954379
Bajo,5,18000,-4.0,450.917521900194,-0.06226619593535529
Bajo,5,18000,-4.0,452.5483399593904,-0.06270817277663898
Bajo,5,18000,-4.0,454.1850561427737,-0.0631532209886811
Bajo,5,18000,-4.0,455.82769178188914,-0.06360136097850755
Bajo,5,18000,-4.0,457.4762682854304,-0.06405261327542726
Bajo,5,18000,-4.0,459.13080713952,-0.06450699853157947
Bajo,5,18000,-4.0,460.7913299079885,-0.06496453752246728
Bajo,5,18000,-4.0,462.4578582326549,-0.06542525114749968
Bajo,5,18000,-4.0,464.1304138336103,-0.06588916043053317
Bajo,5,18000,-4.0,465.8090185095001,-0.0663562865204101
Bajo,5,18000,-4.0,467.49369413780704,-0.06682665069149513
Bajo,5,18000,-4.0,469.18446267513855,-0.06730027434421539
Bajo,5,18000,-4.0,470.8813461575118,-0.06777717900559253
Bajo,5,18000,-4.0,472.5843667006398,-0.0682573863297827
Bajo,5,18000,-4.0,474.2935465002216,-0.06874091809860723
Bajo,5,18000,-4.0,476.0089078322308,-0.06922779622209164
Bajo,5,18000,-4.0,477.7304730532047,-0.0697180427389925
Bajo,5,18000,-4.0,479.458264600538,-0.07021167981732737
Bajo,5,18000,-4.0,481.1923049927734,-0.07070872975491015
Bajo,5,18000,-4.0,482.9326168298953,-0.07120921497987985
Bajo,5,18000,-4.0,484.6792227936251,-0.07171315805121911
Bajo,5,18000,-4.0,486.4321456477168,-0.07222058165928824
Bajo,5,18000,-4.0,488.1914082382522,-0.07273150862634715
Bajo,5,18000,-4.0,489.9570334939408,-0.07324596190707566
Bajo,5,18000,-4.0,491.7290444264172,-0.07376396458909648
Bajo,5,18000,-4.0,493.50746413054105,-0.07428553989349218
Bajo,5,18000,-4.0,495.29231578469887,-0.07481071117532298
Bajo,5,18000,-4.0,497.08362265110577,-0.07533950192414347
Bajo,5,18000,-4.0,498.8814080761079,-0.07587193576451426
Bajo,5,18000,-4.0,500.6856954904876,-0.07640803645651077
Bajo,5,18000,-4.0,502.49650840976926,-0.0769478278962382
Bajo,5,18000,-4.0,504.31387043452366,-0.07749133411633193
Bajo,5,18000,-4.0,506.13780525067807,-0.07803857928646418
Bajo,5,18000,-4.0,507.968336629824,-0.07858958771384605
Bajo,5,18000,-4.0,509.8054884295254,-0.07914438384372782
Bajo,5,18000,-4.0,511.6492845936326,-0.07970299225989345
Bajo,5,18000,-4.0,513.4997491525926,-0.0802654376851542
Bajo,5,18000,-4.0,515.3569062237614,-0.08083174498184491
Bajo,5,18000,-4.0,517.2207800117205,-0.08140193915230633
Bajo,5,18000,-4.0,519.0913948085916,-0.08197604533937039
Bajo,5,18000,-4.0,520.9687749943513,-0.08255408882684909
Bajo,5,18000,-4.0,522.8529450371518,-0.08313609504000938
Bajo,5,18000,-4.0,524.7439294936386,-0.08372208954604797
Bajo,5,18000,-4.0,526.6417530092688,-0.08431209805456404
Bajo,5,18000,-4.0,528.5464403186354,-0.08490614641803118
Bajo,5,18000,-4.0,530.458016245788,-0.08550426063226367
Bajo,5,18000,-4.0,532.3765057045556,-0.08610646683687108
Bajo,5,18000,-4.0,534.3019336988731,-0.08671279131572587
Bajo,5,18000,-4.0,536.2343253231061,-0.08732326049741065
Bajo,5,18000,-4.0,538.1737057623773,-0.08793790095567218
Bajo,5,18000,-4.0,540.1201002928967,-0.08855673940986863
Bajo,5,18000,-4.0,542.0735342822899,-0.08917980272540553
Bajo,5,18000,-4.0,544.0340331899275,-0.08980711791418047
Bajo,5,18000,-4.0,546.0016225672592,-0.09043871213501385
Bajo,5,18000,-4.0,547.976328058146,-0.09107461269407569
Bajo,5,18000,-4.0,549.9581753991929,-0.09171484704531441
Bajo,5,18000,-4.0,551.9471904200867,-0.09235944279087187
Bajo,5,18000,-4.0,553.9433990439317,-0.0930084276814988
Bajo,5,18000,-4.0,555.946827287586,-0.09366182961696756
Bajo,5,18000,-4.0,557.9575012620035,-0.09431967664647342
Bajo,5,18000,-4.0,559.9754471725723,-0.09498199696903478
Bajo,5,18000,-4.0,562.0006913194559,-0.09564881893388641
Bajo,5,18000,-4.0,564.0332600979375,-0.09632017104086815
