frequency_hz,eq_copy_db,source_variant,smoothing,pipeline_version
714.7325299208027,0.5920967425708359,v17_v15w_weighted_all,none,V17.0-operative
724.4432239766833,0.2900774425912438,v17_v15w_weighted_all,none,V17.0-operative
734.2858521129357,0.2824342725473315,v17_v15w_weighted_all,none,V17.0-operative
744.2622068483504,0.2733161008675689,v17_v15w_weighted_all,none,V17.0-operative
754.3741050557254,0.2654979102304841,v17_v15w_weighted_all,none,V17.0-operative
764.623388292752,0.2585091497479662,v17_v15w_weighted_all,none,V17.0-operative
775.0119231373945,0.2632069562938423,v17_v15w_weighted_all,none,V17.0-operative
785.5416015278288,0.4315689001562312,v17_v15w_weighted_all,none,V17.0-operative
796.2143411069948,0.4481171158203171,v17_v15w_weighted_all,none,V17.0-operative
807.0320855718386,0.4500939353109626,v17_v15w_weighted_all,none,V17.0-operative
817.9968050272911,0.4560720132428737,v17_v15w_weighted_all,none,V17.0-operative
