frequency_hz,delta_db,n_eff
28.454014518931363,-4.140935075794707,99.69914111472949
28.502053406059957,-4.140679327013739,99.73732566961021
28.550173397198503,-4.140415219239748,99.77698223281695
28.598374629274822,-4.140142436208643,99.81816611281323
28.646657239447915,-4.139860649702854,99.86093468482107
28.69502136510835,-4.139569519099359,99.90534746722588
28.743467143878654,-4.139268690900648,99.95146620072656
28.791994713613697,-4.13895779824791,99.99935493032186
28.84060421240109,-4.13863646041584,100.0490800902246
28.889295778561582,-4.138304282288306,100.10071059179977
28.938069550649455,-4.137960853814219,100.15431791462228
28.986925667452876,-4.137605749442787,100.20997620075421
29.03586426799437,-4.137238527537419,100.26776235234104
29.084885491531157,-4.136858729767481,100.32775613262989
29.133989477555563,-4.136465880477006,100.39004027051365
29.183176365795422,-4.1360594860295485,100.4547005687048
29.232446296214473,-4.135639034128255,100.5218260156471
29.281799409012752,-4.135203993110213,100.5915089012705
29.331235844626992,-4.134753811214092,100.66384493669797
29.38075574373103,-4.1342879158200985,100.73893337801178
29.4303592472362,-4.133805712661177,100.81687715418614
29.48004649629174,-4.133306585004354,100.89778299929452
29.529817632285187,-4.132789892801141,100.98176158909617
29.57967279684278,-4.132254971805758,101.06892768210626
29.629612131829866,-4.131701132660042,101.15940026525129
29.67963577935131,-4.131127659943688,101.25330270420734
29.72974388175189,-4.130533811188619,101.35076289851561
29.7799365816167,-4.129918815855993,101.4519134415642
29.830214021771557,-4.129281874274582,101.55689178551806
29.880576345283426,-4.102019836218336,101.66584041127201
29.931023695460798,-4.063960379928379,101.77890700349397
29.981556215854113,-4.022374941099219,101.8962640071328
30.032174050256177,-4.022120633289348,102.01809231075356
30.08287734270255,-4.02185731219883,102.14450476670328
30.133666237471967,-4.021584762466914,102.27566793341632
30.18454087908676,-4.0213025711780945,102.41176777862243
30.23550141231325,-4.021010310110369,102.55299122405903
30.286547982162165,-4.020707566514911,102.69953040275645
30.33768073388906,-4.020394012016531,102.85158166037023
30.38889981299472,-4.020069252764137,103.00933133332505
30.44020536522558,-4.01973282263498,103.17300857678697
30.491597536574144,-4.019384305020403,103.3428266542157
30.54307647327939,-4.019023234968438,103.51901867132976
30.594642321827184,-4.018649116583643,103.70181380493716
30.646295228950716,-4.018261503577804,103.89144913374781
30.698035341630906,-4.017859866804462,104.08817966121329
30.749862807096815,-4.017443678756072,104.29226450187679
30.801777772826068,-4.017012392078087,104.503971718038
30.853780386545285,-4.016565438821115,104.72357857331369
30.905870796230484,-4.016102229664846,104.95137178693713
30.958049150107524,-4.015622153112636,105.18764778788227
31.010315596652493,-4.015124574655663,105.43271296776003
31.062670284592176,-4.014608835905497,105.68688393128382
31.11511336290443,-4.014074253693858,105.95048774293073
31.167644980818647,-4.013520119138363,106.22386216824071
31.220265287816158,-4.012945696672904,106.50735590798205
31.272974433630658,-4.012350223041381,106.80132882318262
31.32577256824865,-4.011732906253335,107.10615214876611
31.37865984190984,-4.011092924500078,107.42220869324876
31.4316364051076,-4.010429425029777,107.74989302162997
31.484702408589374,-4.009741522979961,108.089611618267
31.537858003357115,-4.009028300165798,108.44178302612823
31.591103340667708,-4.008288803822482,108.8068379583977
