all_mean_db,all_median_db,bulk_mean_db,bulk_median_db,bulk_p25_db,bulk_p75_db,pair_balanced_mean_db,pair_median_of_medians_db,string_median_of_medians_db,trimmed_mean_10_db,winsorized_5_95_mean_db,huber_db,bootstrap_pair_mean_p025_db,bootstrap_pair_mean_p975_db,collapsed_fraction,n_bulk,n_all,v12_energy_neutral_db,v12_loop_db,v11_db,recommended_db,agreement_note,audio_audio_rms_active_median_db,audio_audio_rms_active_mean_db,audio_audio_true_peak_median_db,audio_audio_lufs_proxy_median_db,audio_audio_peak_median_db,audio_headroom_cafe_min_db,audio_headroom_azul_min_db,audio_headroom_cafe_median_db,audio_headroom_azul_median_db,audio_crest_delta_median_db
-13.813356498519996,-12.821488620701425,-12.332474404742147,-12.529178601044272,-15.425015910384184,-9.57404077381975,-12.012168496718497,-11.870243296771626,-11.976630223475027,-12.44181462704177,-12.383048834650682,-12.451205297488505,-13.339562643660509,-10.717975786770907,0.05194805194805195,1606,1694,-12.038460338023926,-11.064878049050122,-11.06205198028742,-12.012168496718497,Audio RMS/true-peak/LUFS measure the instrument level difference under matched recording conditions; they are not a substitute for the fundamental residual gain used by the Café→Azul EQ split.,-12.136214935220323,-12.363640732598284,-12.055480196782243,-12.06090243499353,-12.054461786071002,18.491136899883486,31.17417100186513,31.52552023137519,43.84235387551092,0.46581653492203223
