pair,event,window,band,delta_db,match_cost
A_open,43,0-5ms,500-2000,6.711545236241221,2.2815698169261656
A_open,43,0-5ms,2000-5000,13.392026090994307,2.2815698169261656
A_open,43,0-5ms,5000-10000,10.000745181050505,2.2815698169261656
A_open,43,5-10ms,20-60,-25.36100871800774,2.2815698169261656
A_open,43,5-10ms,60-150,-23.37659355494945,2.2815698169261656
A_open,43,5-10ms,150-500,-21.71466758340727,2.2815698169261656
A_open,43,5-10ms,500-2000,-19.194496399292333,2.2815698169261656
A_open,43,5-10ms,2000-5000,1.6434427096716036,2.2815698169261656
A_open,43,5-10ms,5000-10000,0.47548564322492837,2.2815698169261656
A_open,43,10-20ms,20-60,-16.023503358119726,2.2815698169261656
A_open,43,10-20ms,60-150,-15.056291551916367,2.2815698169261656
A_open,43,10-20ms,150-500,-5.5105845969910305,2.2815698169261656
A_open,43,10-20ms,500-2000,11.979701752370119,2.2815698169261656
A_open,43,10-20ms,2000-5000,1.8444652387895104,2.2815698169261656
A_open,43,10-20ms,5000-10000,-6.766825845606576,2.2815698169261656
A_open,43,20-40ms,20-60,-11.512441241134809,2.2815698169261656
A_open,43,20-40ms,60-150,-14.570434198511634,2.2815698169261656
A_open,43,20-40ms,150-500,-15.19404068495949,2.2815698169261656
A_open,43,20-40ms,500-2000,0.9798797575919167,2.2815698169261656
A_open,43,20-40ms,2000-5000,2.7631785720691653,2.2815698169261656
A_open,43,20-40ms,5000-10000,-2.780644768239128,2.2815698169261656
A_open,43,40-80ms,20-60,-12.77344705268574,2.2815698169261656
A_open,43,40-80ms,60-150,-11.766228683921646,2.2815698169261656
A_open,43,40-80ms,150-500,-10.932123206592841,2.2815698169261656
A_open,43,40-80ms,500-2000,5.678483758394101,2.2815698169261656
A_open,43,40-80ms,2000-5000,-2.1657285912934583,2.2815698169261656
A_open,43,40-80ms,5000-10000,-12.11595875063361,2.2815698169261656
A_open,43,80-160ms,20-60,-13.5140120004692,2.2815698169261656
A_open,43,80-160ms,60-150,-12.188750639151401,2.2815698169261656
A_open,43,80-160ms,150-500,-10.93890736197715,2.2815698169261656
A_open,43,80-160ms,500-2000,9.492671848885138,2.2815698169261656
A_open,43,80-160ms,2000-5000,-4.176397271999662,2.2815698169261656
A_open,43,80-160ms,5000-10000,-16.56906561716366,2.2815698169261656
A_open,44,0-5ms,20-60,-2.6101448185170995,1.5355587166818656
A_open,44,0-5ms,60-150,-3.372353698129679,1.5355587166818656
A_open,44,0-5ms,150-500,-2.128215465869026,1.5355587166818656
A_open,44,0-5ms,500-2000,6.054637943723073,1.5355587166818656
A_open,44,0-5ms,2000-5000,0.7383137543189378,1.5355587166818656
A_open,44,0-5ms,5000-10000,-9.24010241785247,1.5355587166818656
A_open,44,5-10ms,20-60,-36.207422807424635,1.5355587166818656
A_open,44,5-10ms,60-150,-35.523679159166605,1.5355587166818656
A_open,44,5-10ms,150-500,-29.721846930560332,1.5355587166818656
A_open,44,5-10ms,500-2000,-22.679504706683417,1.5355587166818656
A_open,44,5-10ms,2000-5000,-19.600077085959867,1.5355587166818656
A_open,44,5-10ms,5000-10000,-30.131853173816168,1.5355587166818656
A_open,44,10-20ms,20-60,-13.255798003247257,1.5355587166818656
A_open,44,10-20ms,60-150,-13.892872090755048,1.5355587166818656
A_open,44,10-20ms,150-500,-9.740463570172622,1.5355587166818656
A_open,44,10-20ms,500-2000,-2.894089318632055,1.5355587166818656
A_open,44,10-20ms,2000-5000,-11.72087123121085,1.5355587166818656
A_open,44,10-20ms,5000-10000,-20.463184016378094,1.5355587166818656
A_open,44,20-40ms,20-60,-13.782328920290588,1.5355587166818656
A_open,44,20-40ms,60-150,-16.86821994885606,1.5355587166818656
A_open,44,20-40ms,150-500,-15.695730822744423,1.5355587166818656
A_open,44,20-40ms,500-2000,-11.083645120908187,1.5355587166818656
A_open,44,20-40ms,2000-5000,-0.5389812024256315,1.5355587166818656
A_open,44,20-40ms,5000-10000,-2.2575229404334607,1.5355587166818656
A_open,44,40-80ms,20-60,-15.734535187233533,1.5355587166818656
A_open,44,40-80ms,60-150,-13.755610431421985,1.5355587166818656
A_open,44,40-80ms,150-500,-11.867354883626987,1.5355587166818656
A_open,44,40-80ms,500-2000,-5.7001169565050915,1.5355587166818656
A_open,44,40-80ms,2000-5000,-4.846954523367998,1.5355587166818656
A_open,44,40-80ms,5000-10000,-7.124198718450074,1.5355587166818656
A_open,44,80-160ms,20-60,-13.103627474411176,1.5355587166818656
A_open,44,80-160ms,60-150,-13.691461958784636,1.5355587166818656
A_open,44,80-160ms,150-500,-11.898459918008712,1.5355587166818656
A_open,44,80-160ms,500-2000,-1.4976899322604211,1.5355587166818656
A_open,44,80-160ms,2000-5000,-9.445380446826647,1.5355587166818656
A_open,44,80-160ms,5000-10000,-17.24258549216256,1.5355587166818656
A_open,45,0-5ms,20-60,-24.766812597232786,2.0052146655271956
A_open,45,0-5ms,60-150,-24.636569500050243,2.0052146655271956
A_open,45,0-5ms,150-500,-20.39039023130593,2.0052146655271956
A_open,45,0-5ms,500-2000,-12.626132164988768,2.0052146655271956
A_open,45,0-5ms,2000-5000,-6.489217811587778,2.0052146655271956
A_open,45,0-5ms,5000-10000,-13.95490102375534,2.0052146655271956
A_open,45,5-10ms,20-60,-8.436496402776221,2.0052146655271956
A_open,45,5-10ms,60-150,-8.12401300427954,2.0052146655271956
A_open,45,5-10ms,150-500,-9.475001441649248,2.0052146655271956
A_open,45,5-10ms,500-2000,-7.908052394784043,2.0052146655271956
A_open,45,5-10ms,2000-5000,-6.493000955348435,2.0052146655271956
A_open,45,5-10ms,5000-10000,-18.148226409503536,2.0052146655271956
A_open,45,10-20ms,20-60,-21.808733769789868,2.0052146655271956
A_open,45,10-20ms,60-150,-21.291885248151083,2.0052146655271956
A_open,45,10-20ms,150-500,-20.814228133946045,2.0052146655271956
A_open,45,10-20ms,500-2000,4.02499502104601,2.0052146655271956
A_open,45,10-20ms,2000-5000,-3.1167947808445433,2.0052146655271956
A_open,45,10-20ms,5000-10000,-17.976894259373964,2.0052146655271956
A_open,45,20-40ms,20-60,-11.985799420526824,2.0052146655271956
A_open,45,20-40ms,60-150,-12.304083151795012,2.0052146655271956
A_open,45,20-40ms,150-500,-11.86100115604593,2.0052146655271956
A_open,45,20-40ms,500-2000,0.3931063293528254,2.0052146655271956
A_open,45,20-40ms,2000-5000,-6.562985559536074,2.0052146655271956
A_open,45,20-40ms,5000-10000,-11.512690765818704,2.0052146655271956
A_open,45,40-80ms,20-60,-10.377283237693327,2.0052146655271956
A_open,45,40-80ms,60-150,-14.437833928120966,2.0052146655271956
A_open,45,40-80ms,150-500,-12.49823153125827,2.0052146655271956
A_open,45,40-80ms,500-2000,3.590127074738575,2.0052146655271956
A_open,45,40-80ms,2000-5000,-8.762554172080968,2.0052146655271956
A_open,45,40-80ms,5000-10000,-12.244831185028389,2.0052146655271956
A_open,45,80-160ms,20-60,-8.596023120345293,2.0052146655271956
A_open,45,80-160ms,60-150,-14.656767348150666,2.0052146655271956
A_open,45,80-160ms,150-500,-12.315335432041017,2.0052146655271956
A_open,45,80-160ms,500-2000,8.224255211372608,2.0052146655271956
A_open,45,80-160ms,2000-5000,-9.78622931813534,2.0052146655271956
A_open,45,80-160ms,5000-10000,-13.7190900577488,2.0052146655271956
A_open,46,0-5ms,20-60,2.4250134553923317,1.4917272356065678
A_open,46,0-5ms,60-150,-1.9543924515477897,1.4917272356065678
A_open,46,0-5ms,150-500,-2.775189365209634,1.4917272356065678
A_open,46,0-5ms,500-2000,-3.8727184073689713,1.4917272356065678
A_open,46,0-5ms,2000-5000,-8.557965473458154,1.4917272356065678
A_open,46,0-5ms,5000-10000,-12.877957816235977,1.4917272356065678
A_open,46,5-10ms,20-60,-21.178683838312452,1.4917272356065678
A_open,46,5-10ms,60-150,-17.580924202213644,1.4917272356065678
A_open,46,5-10ms,150-500,-16.460122580533877,1.4917272356065678
A_open,46,5-10ms,500-2000,-17.331404762379364,1.4917272356065678
A_open,46,5-10ms,2000-5000,-18.206024187937416,1.4917272356065678
A_open,46,5-10ms,5000-10000,-18.87076973277958,1.4917272356065678
A_open,46,10-20ms,20-60,-7.524588372534176,1.4917272356065678
A_open,46,10-20ms,60-150,-5.690170680514655,1.4917272356065678
A_open,46,10-20ms,150-500,-5.56761523936251,1.4917272356065678
A_open,46,10-20ms,500-2000,8.426140493462114,1.4917272356065678
A_open,46,10-20ms,2000-5000,2.404170721905487,1.4917272356065678
A_open,46,10-20ms,5000-10000,-4.047746589317853,1.4917272356065678
A_open,46,20-40ms,20-60,-11.711805550266497,1.4917272356065678
A_open,46,20-40ms,60-150,-14.229457571467151,1.4917272356065678
A_open,46,20-40ms,150-500,-14.011096279326253,1.4917272356065678
A_open,46,20-40ms,500-2000,-9.608556213043705,1.4917272356065678
A_open,46,20-40ms,2000-5000,1.6445324735884839,1.4917272356065678
A_open,46,20-40ms,5000-10000,-5.1812272940820066,1.4917272356065678
A_open,46,40-80ms,20-60,-16.014062747626483,1.4917272356065678
A_open,46,40-80ms,60-150,-12.40790849205709,1.4917272356065678
A_open,46,40-80ms,150-500,-9.813924190902455,1.4917272356065678
A_open,46,40-80ms,500-2000,-5.294160849110092,1.4917272356065678
A_open,46,40-80ms,2000-5000,-12.385863144641903,1.4917272356065678
A_open,46,40-80ms,5000-10000,-24.899029943698906,1.4917272356065678
A_open,46,80-160ms,20-60,-19.870226750942777,1.4917272356065678
A_open,46,80-160ms,60-150,-13.047336710440838,1.4917272356065678
A_open,46,80-160ms,150-500,-9.941413150322404,1.4917272356065678
A_open,46,80-160ms,500-2000,-1.5363363746567487,1.4917272356065678
A_open,46,80-160ms,2000-5000,-13.65400863280746,1.4917272356065678
A_open,46,80-160ms,5000-10000,-21.13206666818415,1.4917272356065678
A_open,47,0-5ms,20-60,0.2757784930008711,1.2045457089481368
A_open,47,0-5ms,60-150,-0.9111815478652616,1.2045457089481368
A_open,47,0-5ms,150-500,-1.9886268226405832,1.2045457089481368
A_open,47,0-5ms,500-2000,-1.6018020337984993,1.2045457089481368
A_open,47,0-5ms,2000-5000,-7.075294280788071,1.2045457089481368
A_open,47,0-5ms,5000-10000,-17.505163261258673,1.2045457089481368
A_open,47,5-10ms,20-60,-31.637672449573415,1.2045457089481368
A_open,47,5-10ms,60-150,-29.93580427888743,1.2045457089481368
A_open,47,5-10ms,150-500,-28.44520709954071,1.2045457089481368
A_open,47,5-10ms,500-2000,-24.27684024747633,1.2045457089481368
A_open,47,5-10ms,2000-5000,-14.694995700882785,1.2045457089481368
A_open,47,5-10ms,5000-10000,-21.94453891338432,1.2045457089481368
A_open,47,10-20ms,20-60,-6.567918878792469,1.2045457089481368
A_open,47,10-20ms,60-150,-3.8690575821037356,1.2045457089481368
A_open,47,10-20ms,150-500,0.3371623071342569,1.2045457089481368
A_open,47,10-20ms,500-2000,10.503380798841704,1.2045457089481368
A_open,47,10-20ms,2000-5000,2.4818554535663964,1.2045457089481368
A_open,47,10-20ms,5000-10000,-2.566113002628029,1.2045457089481368
A_open,47,20-40ms,20-60,-4.637247121017936,1.2045457089481368
A_open,47,20-40ms,60-150,-13.626532587759606,1.2045457089481368
A_open,47,20-40ms,150-500,-14.259995206227977,1.2045457089481368
A_open,47,20-40ms,500-2000,-8.831502464120376,1.2045457089481368
A_open,47,20-40ms,2000-5000,-7.0661871484591785,1.2045457089481368
A_open,47,20-40ms,5000-10000,-9.198006189884339,1.2045457089481368
A_open,47,40-80ms,20-60,-6.892672828321686,1.2045457089481368
A_open,47,40-80ms,60-150,-9.294971766173958,1.2045457089481368
A_open,47,40-80ms,150-500,-10.714140159888814,1.2045457089481368
A_open,47,40-80ms,500-2000,-4.035265921303619,1.2045457089481368
A_open,47,40-80ms,2000-5000,-11.876411288878316,1.2045457089481368
A_open,47,40-80ms,5000-10000,-15.506993324752315,1.2045457089481368
A_open,47,80-160ms,20-60,-4.300713323678188,1.2045457089481368
A_open,47,80-160ms,60-150,-6.2030784868028945,1.2045457089481368
A_open,47,80-160ms,150-500,-11.401838660330824,1.2045457089481368
A_open,47,80-160ms,500-2000,-0.16888355602613103,1.2045457089481368
A_open,47,80-160ms,2000-5000,-10.806129621917364,1.2045457089481368
A_open,47,80-160ms,5000-10000,-14.630155734768408,1.2045457089481368
A_open,48,0-5ms,20-60,4.023911655536388,1.8806185553083514
A_open,48,0-5ms,60-150,2.2223383657050135,1.8806185553083514
A_open,48,0-5ms,150-500,1.8863495417083982,1.8806185553083514
A_open,48,0-5ms,500-2000,-1.0066084170442835,1.8806185553083514
A_open,48,0-5ms,2000-5000,0.22165962704076492,1.8806185553083514
A_open,48,0-5ms,5000-10000,-7.517243511725141,1.8806185553083514
A_open,48,5-10ms,20-60,-18.342420898720782,1.8806185553083514
A_open,48,5-10ms,60-150,-17.851734187422224,1.8806185553083514
A_open,48,5-10ms,150-500,-17.15610492580008,1.8806185553083514
A_open,48,5-10ms,500-2000,-12.931370741001707,1.8806185553083514
A_open,48,5-10ms,2000-5000,-2.127207938881085,1.8806185553083514
A_open,48,5-10ms,5000-10000,-6.395299512062067,1.8806185553083514
A_open,48,10-20ms,20-60,-14.682431813801266,1.8806185553083514
A_open,48,10-20ms,60-150,-12.466321182681078,1.8806185553083514
A_open,48,10-20ms,150-500,-11.839040907248538,1.8806185553083514
A_open,48,10-20ms,500-2000,7.129344794791592,1.8806185553083514
A_open,48,10-20ms,2000-5000,4.737148007785436,1.8806185553083514
A_open,48,10-20ms,5000-10000,-1.7765612322163093,1.8806185553083514
A_open,48,20-40ms,20-60,-14.311033693333542,1.8806185553083514
A_open,48,20-40ms,60-150,-15.420829546314238,1.8806185553083514
A_open,48,20-40ms,150-500,-15.189332891981202,1.8806185553083514
A_open,48,20-40ms,500-2000,-0.5835266175574461,1.8806185553083514
A_open,48,20-40ms,2000-5000,1.3421923864200664,1.8806185553083514
A_open,48,20-40ms,5000-10000,-0.6250490519949778,1.8806185553083514
A_open,48,40-80ms,20-60,-16.808988700558444,1.8806185553083514
A_open,48,40-80ms,60-150,-13.664074486216691,1.8806185553083514
A_open,48,40-80ms,150-500,-12.798998950098472,1.8806185553083514
A_open,48,40-80ms,500-2000,2.6262208325108674,1.8806185553083514
A_open,48,40-80ms,2000-5000,-1.917226199563288,1.8806185553083514
A_open,48,40-80ms,5000-10000,-4.402068311968264,1.8806185553083514
A_open,48,80-160ms,20-60,-15.230715341104798,1.8806185553083514
A_open,48,80-160ms,60-150,-13.47089924645465,1.8806185553083514
A_open,48,80-160ms,150-500,-12.633070485578344,1.8806185553083514
A_open,48,80-160ms,500-2000,6.558565855120733,1.8806185553083514
A_open,48,80-160ms,2000-5000,-3.205581918277872,1.8806185553083514
A_open,48,80-160ms,5000-10000,-11.879292322082634,1.8806185553083514
A_open,49,0-5ms,20-60,3.503022419678885,1.3471485776312677
A_open,49,0-5ms,60-150,3.494801013902382,1.3471485776312677
A_open,49,0-5ms,150-500,3.528228457458397,1.3471485776312677
A_open,49,0-5ms,500-2000,7.719478091916777,1.3471485776312677
A_open,49,0-5ms,2000-5000,11.76000153285706,1.3471485776312677
A_open,49,0-5ms,5000-10000,7.564095641654021,1.3471485776312677
A_open,49,5-10ms,20-60,-26.387988496732476,1.3471485776312677
A_open,49,5-10ms,60-150,-22.269613941541408,1.3471485776312677
A_open,49,5-10ms,150-500,-23.650668408013445,1.3471485776312677
A_open,49,5-10ms,500-2000,-19.600307217277937,1.3471485776312677
A_open,49,5-10ms,2000-5000,-10.931348421480678,1.3471485776312677
A_open,49,5-10ms,5000-10000,-11.387186458656586,1.3471485776312677
A_open,49,10-20ms,20-60,-17.245140656453458,1.3471485776312677
A_open,49,10-20ms,60-150,-16.582562359819676,1.3471485776312677
A_open,49,10-20ms,150-500,-14.75805136631957,1.3471485776312677
A_open,49,10-20ms,500-2000,-1.071219615312856,1.3471485776312677
A_open,49,10-20ms,2000-5000,-11.412811783006589,1.3471485776312677
A_open,49,10-20ms,5000-10000,-15.871023136602929,1.3471485776312677
A_open,49,20-40ms,20-60,-13.172054040701966,1.3471485776312677
A_open,49,20-40ms,60-150,-15.11092255103106,1.3471485776312677
A_open,49,20-40ms,150-500,-15.814577905836721,1.3471485776312677
A_open,49,20-40ms,500-2000,-11.588029452892549,1.3471485776312677
A_open,49,20-40ms,2000-5000,2.868589125062755,1.3471485776312677
A_open,49,20-40ms,5000-10000,-2.3550640444019706,1.3471485776312677
A_open,49,40-80ms,20-60,-11.24807743129756,1.3471485776312677
A_open,49,40-80ms,60-150,-12.768823601935047,1.3471485776312677
A_open,49,40-80ms,150-500,-12.52649495643243,1.3471485776312677
A_open,49,40-80ms,500-2000,-6.510238646372535,1.3471485776312677
A_open,49,40-80ms,2000-5000,-10.987357660695935,1.3471485776312677
A_open,49,40-80ms,5000-10000,-22.043500425643842,1.3471485776312677
A_open,49,80-160ms,20-60,-6.685146479104972,1.3471485776312677
A_open,49,80-160ms,60-150,-11.518360488759662,1.3471485776312677
A_open,49,80-160ms,150-500,-12.688914854238625,1.3471485776312677
A_open,49,80-160ms,500-2000,-1.7721127558618832,1.3471485776312677
A_open,49,80-160ms,2000-5000,-11.047813120843102,1.3471485776312677
A_open,49,80-160ms,5000-10000,-15.856403797234108,1.3471485776312677
A_open,50,0-5ms,20-60,3.708399836278481,1.634044624540631
A_open,50,0-5ms,60-150,2.941673630447518,1.634044624540631
A_open,50,0-5ms,150-500,0.997047200409412,1.634044624540631
A_open,50,0-5ms,500-2000,-3.1756837220332628,1.634044624540631
A_open,50,0-5ms,2000-5000,-2.8331293563162916,1.634044624540631
A_open,50,0-5ms,5000-10000,-9.254254876124833,1.634044624540631
A_open,50,5-10ms,20-60,-20.943998710527588,1.634044624540631
A_open,50,5-10ms,60-150,-21.081511331186682,1.634044624540631
A_open,50,5-10ms,150-500,-20.72046043468431,1.634044624540631
A_open,50,5-10ms,500-2000,-18.541902599527702,1.634044624540631
A_open,50,5-10ms,2000-5000,5.42094983494664,1.634044624540631
A_open,50,5-10ms,5000-10000,8.801904775040896,1.634044624540631
A_open,50,10-20ms,20-60,-19.278408891028548,1.634044624540631
A_open,50,10-20ms,60-150,-17.131453094909467,1.634044624540631
A_open,50,10-20ms,150-500,-11.11775049568687,1.634044624540631
A_open,50,10-20ms,500-2000,8.354069725889019,1.634044624540631
A_open,50,10-20ms,2000-5000,-3.176957989098426,1.634044624540631
A_open,50,10-20ms,5000-10000,-8.008414606192531,1.634044624540631
A_open,50,20-40ms,20-60,-16.509801885346853,1.634044624540631
A_open,50,20-40ms,60-150,-15.83290261296618,1.634044624540631
A_open,50,20-40ms,150-500,-16.219539530752854,1.634044624540631
A_open,50,20-40ms,500-2000,-4.1525488943225,1.634044624540631
A_open,50,20-40ms,2000-5000,-0.5708188384579387,1.634044624540631
A_open,50,20-40ms,5000-10000,-3.4946006919755064,1.634044624540631
A_open,50,40-80ms,20-60,-10.045904012990533,1.634044624540631
A_open,50,40-80ms,60-150,-15.393845048672837,1.634044624540631
A_open,50,40-80ms,150-500,-14.409113861782629,1.634044624540631
A_open,50,40-80ms,500-2000,0.0640157271375017,1.634044624540631
A_open,50,40-80ms,2000-5000,-7.5367696309146766,1.634044624540631
A_open,50,40-80ms,5000-10000,-11.653581423239288,1.634044624540631
A_open,50,80-160ms,20-60,-6.842139840071489,1.634044624540631
A_open,50,80-160ms,60-150,-15.560883957762222,1.634044624540631
A_open,50,80-160ms,150-500,-14.241061648840308,1.634044624540631
A_open,50,80-160ms,500-2000,3.302931771228735,1.634044624540631
A_open,50,80-160ms,2000-5000,-9.024069489661017,1.634044624540631
A_open,50,80-160ms,5000-10000,-17.16813419593157,1.634044624540631
A_open,51,0-5ms,20-60,1.6543707115331898,1.4520253426043201
A_open,51,0-5ms,60-150,-0.7639402164300861,1.4520253426043201
A_open,51,0-5ms,150-500,-0.6487493563244726,1.4520253426043201
A_open,51,0-5ms,500-2000,-1.316310167255729,1.4520253426043201
A_open,51,0-5ms,2000-5000,-10.60968125953299,1.4520253426043201
A_open,51,0-5ms,5000-10000,-14.86996733625881,1.4520253426043201
A_open,51,5-10ms,20-60,-28.49355789506439,1.4520253426043201
A_open,51,5-10ms,60-150,-27.80804010121608,1.4520253426043201
A_open,51,5-10ms,150-500,-28.336757550460135,1.4520253426043201
A_open,51,5-10ms,500-2000,-27.58538030247113,1.4520253426043201
A_open,51,5-10ms,2000-5000,-19.601679204081677,1.4520253426043201
A_open,51,5-10ms,5000-10000,-29.512130282901822,1.4520253426043201
A_open,51,10-20ms,20-60,-6.597879259101944,1.4520253426043201
A_open,51,10-20ms,60-150,-5.3819070687457895,1.4520253426043201
A_open,51,10-20ms,150-500,-2.261197325851242,1.4520253426043201
A_open,51,10-20ms,500-2000,13.54270100424312,1.4520253426043201
A_open,51,10-20ms,2000-5000,1.587587955223725,1.4520253426043201
A_open,51,10-20ms,5000-10000,-7.362386873790129,1.4520253426043201
A_open,51,20-40ms,20-60,-16.979574864173962,1.4520253426043201
A_open,51,20-40ms,60-150,-16.49843993114561,1.4520253426043201
A_open,51,20-40ms,150-500,-15.0783779825828,1.4520253426043201
A_open,51,20-40ms,500-2000,-9.337113386362262,1.4520253426043201
A_open,51,20-40ms,2000-5000,-0.4630958192592374,1.4520253426043201
A_open,51,20-40ms,5000-10000,-12.810589843500537,1.4520253426043201
A_open,51,40-80ms,20-60,-12.455478375859641,1.4520253426043201
A_open,51,40-80ms,60-150,-16.276436089807937,1.4520253426043201
A_open,51,40-80ms,150-500,-10.907081944327537,1.4520253426043201
A_open,51,40-80ms,500-2000,-4.011363136143451,1.4520253426043201
A_open,51,40-80ms,2000-5000,-10.99567097006097,1.4520253426043201
A_open,51,40-80ms,5000-10000,-22.90475597205797,1.4520253426043201
A_open,51,80-160ms,20-60,-11.647143282653474,1.4520253426043201
A_open,51,80-160ms,60-150,-18.129208208366265,1.4520253426043201
A_open,51,80-160ms,150-500,-11.515354190484722,1.4520253426043201
A_open,51,80-160ms,500-2000,0.12378678670474841,1.4520253426043201
A_open,51,80-160ms,2000-5000,-10.956666739303387,1.4520253426043201
A_open,51,80-160ms,5000-10000,-17.821451351944788,1.4520253426043201
A_open,52,0-5ms,20-60,11.384178054072095,1.798102849368062
A_open,52,0-5ms,60-150,9.86825013608324,1.798102849368062
A_open,52,0-5ms,150-500,11.181797438681038,1.798102849368062
A_open,52,0-5ms,500-2000,13.585693157410887,1.798102849368062
A_open,52,0-5ms,2000-5000,18.36804533502601,1.798102849368062
A_open,52,0-5ms,5000-10000,17.70576318156455,1.798102849368062
A_open,52,5-10ms,20-60,-29.690004402195257,1.798102849368062
A_open,52,5-10ms,60-150,-27.214009698035376,1.798102849368062
A_open,52,5-10ms,150-500,-27.17460464693105,1.798102849368062
A_open,52,5-10ms,500-2000,-24.271414742841174,1.798102849368062
A_open,52,5-10ms,2000-5000,-14.7181661897679,1.798102849368062
A_open,52,5-10ms,5000-10000,-14.939521373996755,1.798102849368062
A_open,52,10-20ms,20-60,-22.851623697486616,1.798102849368062
A_open,52,10-20ms,60-150,-21.13996243663172,1.798102849368062
A_open,52,10-20ms,150-500,-13.29284270589821,1.798102849368062
A_open,52,10-20ms,500-2000,-1.601413999882233,1.798102849368062
A_open,52,10-20ms,2000-5000,-13.791136455302095,1.798102849368062
A_open,52,10-20ms,5000-10000,-16.783803163429084,1.798102849368062
A_open,52,20-40ms,20-60,-14.405753961766045,1.798102849368062
A_open,52,20-40ms,60-150,-17.29042206228437,1.798102849368062
A_open,52,20-40ms,150-500,-17.318301445867718,1.798102849368062
A_open,52,20-40ms,500-2000,-3.9691776748752687,1.798102849368062
A_open,52,20-40ms,2000-5000,15.655665848560929,1.798102849368062
A_open,52,20-40ms,5000-10000,8.660838544982127,1.798102849368062
A_open,52,40-80ms,20-60,-7.94984330735759,1.798102849368062
A_open,52,40-80ms,60-150,-15.632149440843278,1.798102849368062
A_open,52,40-80ms,150-500,-12.493514257774784,1.798102849368062
A_open,52,40-80ms,500-2000,1.0890394137690933,1.798102849368062
A_open,52,40-80ms,2000-5000,-13.010164789221179,1.798102849368062
A_open,52,40-80ms,5000-10000,-19.62281891139473,1.798102849368062
A_open,52,80-160ms,20-60,-6.888573194121463,1.798102849368062
A_open,52,80-160ms,60-150,-16.60397560573587,1.798102849368062
A_open,52,80-160ms,150-500,-12.330752422575408,1.798102849368062
A_open,52,80-160ms,500-2000,4.475551480379195,1.798102849368062
A_open,52,80-160ms,2000-5000,-14.518325535609634,1.798102849368062
A_open,52,80-160ms,5000-10000,-23.46580260741949,1.798102849368062
A_open,53,0-5ms,20-60,1.9319886395535661,1.279055170052297
A_open,53,0-5ms,60-150,1.4227053472129185,1.279055170052297
A_open,53,0-5ms,150-500,-1.0318911773078625,1.279055170052297
A_open,53,0-5ms,500-2000,-0.6924026066119211,1.279055170052297
A_open,53,0-5ms,2000-5000,-7.049887153476732,1.279055170052297
A_open,53,0-5ms,5000-10000,-12.055067063871903,1.279055170052297
A_open,53,5-10ms,20-60,-20.24467203705352,1.279055170052297
A_open,53,5-10ms,60-150,-18.770055112447352,1.279055170052297
A_open,53,5-10ms,150-500,-17.911031409773138,1.279055170052297
A_open,53,5-10ms,500-2000,-16.8290553195542,1.279055170052297
A_open,53,5-10ms,2000-5000,-15.573663825905484,1.279055170052297
A_open,53,5-10ms,5000-10000,-17.49964934198796,1.279055170052297
A_open,53,10-20ms,20-60,-0.8984204190720817,1.279055170052297
A_open,53,10-20ms,60-150,-3.32528280767432,1.279055170052297
A_open,53,10-20ms,150-500,-8.9054266895307,1.279055170052297
A_open,53,10-20ms,500-2000,-0.06471538899724294,1.279055170052297
A_open,53,10-20ms,2000-5000,-1.5292185470825075,1.279055170052297
A_open,53,10-20ms,5000-10000,-12.358511184940696,1.279055170052297
A_open,53,20-40ms,20-60,-11.914233389073821,1.279055170052297
A_open,53,20-40ms,60-150,-14.738079308910692,1.279055170052297
A_open,53,20-40ms,150-500,-14.270603411652353,1.279055170052297
A_open,53,20-40ms,500-2000,-10.526764516628525,1.279055170052297
A_open,53,20-40ms,2000-5000,-4.923011735814271,1.279055170052297
A_open,53,20-40ms,5000-10000,-7.83151135424518,1.279055170052297
A_open,53,40-80ms,20-60,-11.809868762072973,1.279055170052297
A_open,53,40-80ms,60-150,-13.747628617929557,1.279055170052297
A_open,53,40-80ms,150-500,-11.440182077530025,1.279055170052297
A_open,53,40-80ms,500-2000,-4.438925841103227,1.279055170052297
A_open,53,40-80ms,2000-5000,-9.07810351257045,1.279055170052297
A_open,53,40-80ms,5000-10000,-11.333306239498327,1.279055170052297
A_open,53,80-160ms,20-60,-10.780100378113175,1.279055170052297
A_open,53,80-160ms,60-150,-13.754132758811892,1.279055170052297
A_open,53,80-160ms,150-500,-11.425647927826397,1.279055170052297
A_open,53,80-160ms,500-2000,0.3390788608834754,1.279055170052297
A_open,53,80-160ms,2000-5000,-10.468429077466993,1.279055170052297
A_open,53,80-160ms,5000-10000,-15.963395733218832,1.279055170052297
A_open,54,0-5ms,20-60,9.662039757917789,1.3934908931837287
A_open,54,0-5ms,60-150,8.277321072992798,1.3934908931837287
A_open,54,0-5ms,150-500,8.849724642995568,1.3934908931837287
A_open,54,0-5ms,500-2000,12.277552038458424,1.3934908931837287
A_open,54,0-5ms,2000-5000,7.078469908168444,1.3934908931837287
A_open,54,0-5ms,5000-10000,-0.5292336982796115,1.3934908931837287
A_open,54,5-10ms,20-60,-16.83631847096165,1.3934908931837287
A_open,54,5-10ms,60-150,-16.1562879623808,1.3934908931837287
A_open,54,5-10ms,150-500,-16.38933876631934,1.3934908931837287
A_open,54,5-10ms,500-2000,-13.063141412949058,1.3934908931837287
A_open,54,5-10ms,2000-5000,-12.08446888564049,1.3934908931837287
