pair,family,string,register,event,phase,f,f0,y,snr,match_cost,kind,weight_base
B_open,open,B,sub,20,stabilization,30.87794978916837,30.87794978916837,-20.39023368461673,36.0395878396171,1.6022327029991483,fundamental,0.14
B_open,open,B,sub,20,body,30.87794978916837,30.87794978916837,-20.79570328408641,38.44610502828981,1.6022327029991483,fundamental,0.4
B_open,open,B,sub,20,sustain,30.87794978916837,30.87794978916837,-21.197751880013502,33.61666131015426,1.6022327029991483,fundamental,0.3
B_open,open,B,sub,20,decay,30.87794978916837,30.87794978916837,-22.396854568578817,34.55278241468322,1.6022327029991483,fundamental,0.08
B_open,open,B,sub,21,attack,30.832547804287646,30.832547804287646,-30.210700057882026,28.319015325594115,1.808403382987345,fundamental,0.08
B_open,open,B,sub,21,stabilization,30.832547804287646,30.832547804287646,-31.19416173595875,25.60751533685,1.808403382987345,fundamental,0.14
B_open,open,B,sub,21,body,30.832547804287646,30.832547804287646,-31.279144113067236,28.366842817802144,1.808403382987345,fundamental,0.4
B_open,open,B,sub,21,sustain,30.832547804287646,30.832547804287646,-31.8243282175889,23.121314604769054,1.808403382987345,fundamental,0.3
B_open,open,B,sub,21,decay,30.832547804287646,30.832547804287646,-30.27906438978873,26.645352073422387,1.808403382987345,fundamental,0.08
B_open,open,B,sub,22,attack,30.879526047664516,30.879526047664516,-24.72884850448404,32.76108108725585,1.5162823913319976,fundamental,0.08
B_open,open,B,sub,22,stabilization,30.879526047664516,30.879526047664516,-25.10309939112487,30.184847499284686,1.5162823913319976,fundamental,0.14
B_open,open,B,sub,22,body,30.879526047664516,30.879526047664516,-24.661831564654943,33.22233563584663,1.5162823913319976,fundamental,0.4
B_open,open,B,sub,22,sustain,30.879526047664516,30.879526047664516,-24.644289720044902,28.40768010747223,1.5162823913319976,fundamental,0.3
B_open,open,B,sub,22,decay,30.879526047664516,30.879526047664516,-22.02562440541452,32.20117731732573,1.5162823913319976,fundamental,0.08
B_open,open,B,sub,23,attack,30.866558357290433,30.866558357290433,-13.616865965127111,35.7081636714842,1.307326999515736,fundamental,0.08
B_open,open,B,sub,23,stabilization,30.866558357290433,30.866558357290433,-13.622742581798876,32.7888855904926,1.307326999515736,fundamental,0.14
B_open,open,B,sub,23,body,30.866558357290433,30.866558357290433,-14.635339604994895,35.52506612640525,1.307326999515736,fundamental,0.4
B_open,open,B,sub,23,sustain,30.866558357290433,30.866558357290433,-15.023439959030084,30.682210749585835,1.307326999515736,fundamental,0.3
B_open,open,B,sub,23,decay,30.866558357290433,30.866558357290433,-16.568551349723883,31.419288333837287,1.307326999515736,fundamental,0.08
B_open,open,B,sub,24,attack,30.856516001593047,30.856516001593047,-17.407984097263146,34.52702475110191,1.2108746351114223,fundamental,0.08
B_open,open,B,sub,24,stabilization,30.856516001593047,30.856516001593047,-16.985707349254582,30.946187459821516,1.2108746351114223,fundamental,0.14
B_open,open,B,sub,24,body,30.856516001593047,30.856516001593047,-17.645292549625744,34.248196055391425,1.2108746351114223,fundamental,0.4
B_open,open,B,sub,24,sustain,30.856516001593047,30.856516001593047,-18.29832801968937,29.29178657643932,1.2108746351114223,fundamental,0.3
B_open,open,B,sub,24,decay,30.856516001593047,30.856516001593047,-18.42464466433932,31.24392630063825,1.2108746351114223,fundamental,0.08
B_open,open,B,sub,25,attack,30.87297674171429,30.87297674171429,-1.950637147167285,33.34036726559733,1.0727834822244044,fundamental,0.08
B_open,open,B,sub,25,stabilization,30.87297674171429,30.87297674171429,2.240555895262993,29.78838536961318,1.0727834822244044,fundamental,0.14
B_open,open,B,sub,25,body,30.87297674171429,30.87297674171429,-1.3122704622393115,36.00736265997007,1.0727834822244044,fundamental,0.4
B_open,open,B,sub,25,sustain,30.87297674171429,30.87297674171429,-2.144456524744527,34.43583108939716,1.0727834822244044,fundamental,0.3
B_open,open,B,sub,25,decay,30.87297674171429,30.87297674171429,-0.9716637624721756,30.184207379570502,1.0727834822244044,fundamental,0.08
B_open,open,B,sub,26,attack,30.848848932268332,30.848848932268332,-13.808635237570655,38.76755828616119,1.4271162510868116,fundamental,0.08
B_open,open,B,sub,26,stabilization,30.848848932268332,30.848848932268332,-13.924642625726676,36.93035253879395,1.4271162510868116,fundamental,0.14
B_open,open,B,sub,26,body,30.848848932268332,30.848848932268332,-14.042135849359752,39.048027547584226,1.4271162510868116,fundamental,0.4
B_open,open,B,sub,26,sustain,30.848848932268332,30.848848932268332,-14.534172260705915,33.913508055616674,1.4271162510868116,fundamental,0.3
B_open,open,B,sub,26,decay,30.848848932268332,30.848848932268332,-14.863058220380909,35.80343950813756,1.4271162510868116,fundamental,0.08
B_open,open,B,sub,27,attack,30.862708354264885,30.862708354264885,-17.195406325314906,35.45753509141691,1.259036685851419,fundamental,0.08
B_open,open,B,sub,27,stabilization,30.862708354264885,30.862708354264885,-18.256331835890848,31.507656249030468,1.259036685851419,fundamental,0.14
B_open,open,B,sub,27,body,30.862708354264885,30.862708354264885,-18.552793794525662,34.71345973120492,1.259036685851419,fundamental,0.4
B_open,open,B,sub,27,sustain,30.862708354264885,30.862708354264885,-19.544078729816107,29.48888214384504,1.259036685851419,fundamental,0.3
B_open,open,B,sub,27,decay,30.862708354264885,30.862708354264885,-20.45605787245861,30.79802117663546,1.259036685851419,fundamental,0.08
B_open,open,B,sub,28,attack,30.873340139999566,30.873340139999566,-11.339923953965048,35.30739589356391,1.481186173323865,fundamental,0.08
B_open,open,B,sub,28,stabilization,30.873340139999566,30.873340139999566,-15.48803590814481,36.65189006069402,1.481186173323865,fundamental,0.14
B_open,open,B,sub,28,body,30.873340139999566,30.873340139999566,-15.79784494613274,38.87764790919351,1.481186173323865,fundamental,0.4
B_open,open,B,sub,28,sustain,30.873340139999566,30.873340139999566,-16.65399079750874,33.66295244435249,1.481186173323865,fundamental,0.3
B_open,open,B,sub,28,decay,30.873340139999566,30.873340139999566,-17.129884878835654,35.525787193518596,1.481186173323865,fundamental,0.08
B_open,open,B,sub,29,attack,30.85011790474894,30.85011790474894,-19.927666647598016,36.59060435216861,1.3541137477598493,fundamental,0.08
B_open,open,B,sub,29,stabilization,30.85011790474894,30.85011790474894,-20.2216967391424,34.299247614338206,1.3541137477598493,fundamental,0.14
B_open,open,B,sub,29,body,30.85011790474894,30.85011790474894,-19.90104304581304,37.56321150341408,1.3541137477598493,fundamental,0.4
B_open,open,B,sub,29,sustain,30.85011790474894,30.85011790474894,-20.255348532868844,32.82947266375664,1.3541137477598493,fundamental,0.3
B_open,open,B,sub,29,decay,30.85011790474894,30.85011790474894,-19.774119223715388,35.5054103954843,1.3541137477598493,fundamental,0.08
B_open,open,B,sub,30,attack,30.867012258559583,30.867012258559583,-12.07095796313832,39.705201011898296,1.597791654671248,fundamental,0.08
B_open,open,B,sub,30,stabilization,30.867012258559583,30.867012258559583,-13.377301481481084,37.76107196705388,1.597791654671248,fundamental,0.14
B_open,open,B,sub,30,body,30.867012258559583,30.867012258559583,-12.40132607840468,40.566222148425126,1.597791654671248,fundamental,0.4
B_open,open,B,sub,30,sustain,30.867012258559583,30.867012258559583,-12.494568069036411,35.809896762702344,1.597791654671248,fundamental,0.3
B_open,open,B,sub,30,decay,30.867012258559583,30.867012258559583,-12.081705686242628,38.28763231050081,1.597791654671248,fundamental,0.08
B_open,open,B,sub,31,attack,30.84756936950154,30.84756936950154,-13.502313384803884,43.028915504033606,1.2163771139055266,fundamental,0.08
B_open,open,B,sub,31,stabilization,30.84756936950154,30.84756936950154,-14.28235272429044,40.70182843188302,1.2163771139055266,fundamental,0.14
B_open,open,B,sub,31,body,30.84756936950154,30.84756936950154,-13.819819344153451,43.55915330800792,1.2163771139055266,fundamental,0.4
B_open,open,B,sub,31,sustain,30.84756936950154,30.84756936950154,-13.802199684047665,38.83257796295127,1.2163771139055266,fundamental,0.3
B_open,open,B,sub,31,decay,30.84756936950154,30.84756936950154,-13.269326571629769,41.32782251782843,1.2163771139055266,fundamental,0.08
B_open,open,B,sub,32,attack,30.86787419167027,30.86787419167027,-14.245036086206447,38.33341319707536,1.3359827350853062,fundamental,0.08
B_open,open,B,sub,32,stabilization,30.86787419167027,30.86787419167027,-14.458072396702484,36.37011296591703,1.3359827350853062,fundamental,0.14
B_open,open,B,sub,32,body,30.86787419167027,30.86787419167027,-14.4219641717361,38.793506369742936,1.3359827350853062,fundamental,0.4
B_open,open,B,sub,32,sustain,30.86787419167027,30.86787419167027,-14.413907910787351,34.066447616781694,1.3359827350853062,fundamental,0.3
B_open,open,B,sub,32,decay,30.86787419167027,30.86787419167027,-14.375154345134264,35.82545714689442,1.3359827350853062,fundamental,0.08
B_open,open,B,sub,33,attack,30.863183292871394,30.863183292871394,-10.719122700950392,41.51553526836779,1.3034706448380682,fundamental,0.08
B_open,open,B,sub,33,stabilization,30.863183292871394,30.863183292871394,-10.260358937594738,39.423423337466325,1.3034706448380682,fundamental,0.14
B_open,open,B,sub,33,body,30.863183292871394,30.863183292871394,-10.81881484908088,42.17546888940535,1.3034706448380682,fundamental,0.4
B_open,open,B,sub,33,sustain,30.863183292871394,30.863183292871394,-11.252466984496785,37.46166510535474,1.3034706448380682,fundamental,0.3
B_open,open,B,sub,33,decay,30.863183292871394,30.863183292871394,-11.311689052115357,39.534613380572836,1.3034706448380682,fundamental,0.08
B_open,open,B,sub,34,attack,30.868498175676226,30.868498175676226,-7.916848754182133,41.23784113946485,1.088950999653919,fundamental,0.08
B_open,open,B,sub,34,stabilization,30.868498175676226,30.868498175676226,-7.900526395132232,39.454517231322,1.088950999653919,fundamental,0.14
B_open,open,B,sub,34,body,30.868498175676226,30.868498175676226,-7.973086734194489,42.317104372518074,1.088950999653919,fundamental,0.4
B_open,open,B,sub,34,sustain,30.868498175676226,30.868498175676226,-8.07219006273484,37.64995308373335,1.088950999653919,fundamental,0.3
B_open,open,B,sub,34,decay,30.868498175676226,30.868498175676226,-7.648756571158714,39.88810281270385,1.088950999653919,fundamental,0.08
B_open,open,B,sub,35,attack,30.859691536772406,30.859691536772406,-8.290689828123256,43.37630551216655,1.0472416375625462,fundamental,0.08
B_open,open,B,sub,35,stabilization,30.859691536772406,30.859691536772406,-9.068234978678426,41.545099737300944,1.0472416375625462,fundamental,0.14
B_open,open,B,sub,35,body,30.859691536772406,30.859691536772406,-8.702850709985057,44.41772664546086,1.0472416375625462,fundamental,0.4
B_open,open,B,sub,35,sustain,30.859691536772406,30.859691536772406,-8.727046579086569,39.76205826558392,1.0472416375625462,fundamental,0.3
B_open,open,B,sub,35,decay,30.859691536772406,30.859691536772406,-8.302793587057216,42.04307107975266,1.0472416375625462,fundamental,0.08
B_open,open,B,sub,36,attack,30.86673791498868,30.86673791498868,-0.6119256536523494,28.684251643411002,1.2892351614209023,fundamental,0.08
B_open,open,B,sub,36,stabilization,30.86673791498868,30.86673791498868,-1.430744151998745,32.76362436166289,1.2892351614209023,fundamental,0.14
B_open,open,B,sub,36,body,30.86673791498868,30.86673791498868,1.1162027535424317,32.06558783316621,1.2892351614209023,fundamental,0.4
B_open,open,B,sub,36,sustain,30.86673791498868,30.86673791498868,2.674935420749144,29.333736773573143,1.2892351614209023,fundamental,0.3
B_open,open,B,sub,36,decay,30.86673791498868,30.86673791498868,5.358550742787941,23.396888346051654,1.2892351614209023,fundamental,0.08
B_open,open,B,sub,37,attack,30.882715822860607,30.882715822860607,-14.79961732564788,38.00122968245908,1.412094109912822,fundamental,0.08
B_open,open,B,sub,37,stabilization,30.882715822860607,30.882715822860607,-15.962006600500509,35.10772531011949,1.412094109912822,fundamental,0.14
B_open,open,B,sub,37,body,30.882715822860607,30.882715822860607,-16.290449089418573,37.04460286873058,1.412094109912822,fundamental,0.4
B_open,open,B,sub,37,sustain,30.882715822860607,30.882715822860607,-18.06888487440636,30.515032166726407,1.412094109912822,fundamental,0.3
B_open,open,B,sub,37,decay,30.882715822860607,30.882715822860607,-19.148116454278224,31.305587962581342,1.412094109912822,fundamental,0.08
B_open,open,B,sub,38,attack,30.807182548594746,30.807182548594746,-20.78266320897613,33.70098979872729,1.897950572922384,fundamental,0.08
B_open,open,B,sub,38,stabilization,30.807182548594746,30.807182548594746,-21.12820359905775,31.340143038000306,1.897950572922384,fundamental,0.14
B_open,open,B,sub,38,body,30.807182548594746,30.807182548594746,-20.54044866018419,34.80403220924963,1.897950572922384,fundamental,0.4
B_open,open,B,sub,38,sustain,30.807182548594746,30.807182548594746,-19.75702127572776,30.942060266265088,1.897950572922384,fundamental,0.3
B_open,open,B,sub,38,decay,30.807182548594746,30.807182548594746,-18.688045966061992,34.02841052978131,1.897950572922384,fundamental,0.08
B_open,open,B,sub,39,attack,30.87615296454451,30.87615296454451,0.2500102214116495,29.346960491972297,1.2149455168592085,fundamental,0.08
B_open,open,B,sub,39,stabilization,30.87615296454451,30.87615296454451,-0.3040281022455886,31.96013929587761,1.2149455168592085,fundamental,0.14
B_open,open,B,sub,39,body,30.87615296454451,30.87615296454451,3.02877701016412,30.760588859821304,1.2149455168592085,fundamental,0.4
B_open,open,B,sub,39,sustain,30.87615296454451,30.87615296454451,4.381060376654673,27.829698054657904,1.2149455168592085,fundamental,0.3
B_open,open,B,sub,39,decay,30.87615296454451,30.87615296454451,5.547017975287417,22.871327527982984,1.2149455168592085,fundamental,0.08
B_open,open,B,sub,40,attack,30.88882193456814,30.88882193456814,-15.660159154387522,38.18900256500116,1.394813340080235,fundamental,0.08
B_open,open,B,sub,40,stabilization,30.88882193456814,30.88882193456814,-16.015787517045112,35.90377222391736,1.394813340080235,fundamental,0.14
B_open,open,B,sub,40,body,30.88882193456814,30.88882193456814,-15.590637020888655,38.77496730341272,1.394813340080235,fundamental,0.4
B_open,open,B,sub,40,sustain,30.88882193456814,30.88882193456814,-15.39189444030152,34.133983438289306,1.394813340080235,fundamental,0.3
B_open,open,B,sub,40,decay,30.88882193456814,30.88882193456814,-15.003977734018273,36.32400968904201,1.394813340080235,fundamental,0.08
B_open,open,B,sub,41,attack,30.844669778673747,30.844669778673747,-16.630408264122778,38.401485383829026,1.5381337905017265,fundamental,0.08
B_open,open,B,sub,41,stabilization,30.844669778673747,30.844669778673747,-16.386805835147683,35.90648355496463,1.5381337905017265,fundamental,0.14
B_open,open,B,sub,41,body,30.844669778673747,30.844669778673747,-16.710221342615036,38.84080462601833,1.5381337905017265,fundamental,0.4
B_open,open,B,sub,41,sustain,30.844669778673747,30.844669778673747,-17.048582188662095,34.08994849276945,1.5381337905017265,fundamental,0.3
B_open,open,B,sub,41,decay,30.844669778673747,30.844669778673747,-17.262296838008687,36.057503676741966,1.5381337905017265,fundamental,0.08
B_open,open,B,sub,42,attack,30.848925784066466,30.848925784066466,-26.31814910629395,28.45281920180205,1.401646961795105,fundamental,0.08
B_open,open,B,sub,42,stabilization,30.848925784066466,30.848925784066466,-27.89267025513469,25.37615567083158,1.401646961795105,fundamental,0.14
B_open,open,B,sub,42,body,30.848925784066466,30.848925784066466,-28.00653856266031,27.806790101015665,1.401646961795105,fundamental,0.4
B_open,open,B,sub,42,sustain,30.848925784066466,30.848925784066466,-28.678437994216218,22.357445120593496,1.401646961795105,fundamental,0.3
B_open,open,B,sub,42,decay,30.848925784066466,30.848925784066466,-29.955181981903223,22.605294016960713,1.401646961795105,fundamental,0.08
B_open,open,B,sub,43,attack,30.848764787747335,30.848764787747335,-20.001438478161027,36.09177711783208,1.1722510858288215,fundamental,0.08
B_open,open,B,sub,43,stabilization,30.848764787747335,30.848764787747335,-20.83818307706126,33.28910246654524,1.1722510858288215,fundamental,0.14
B_open,open,B,sub,43,body,30.848764787747335,30.848764787747335,-20.03136551913802,36.617009693218826,1.1722510858288215,fundamental,0.4
B_open,open,B,sub,43,sustain,30.848764787747335,30.848764787747335,-19.717847399860855,32.27853876786371,1.1722510858288215,fundamental,0.3
B_open,open,B,sub,43,decay,30.848764787747335,30.848764787747335,-18.961492900279204,34.91279999528636,1.1722510858288215,fundamental,0.08
B_open,open,B,sub,44,attack,30.84943462265166,30.84943462265166,-12.684691011373062,39.345414220788086,1.3371667839413923,fundamental,0.08
B_open,open,B,sub,44,stabilization,30.84943462265166,30.84943462265166,-13.19071618086059,37.10209983785326,1.3371667839413923,fundamental,0.14
B_open,open,B,sub,44,body,30.84943462265166,30.84943462265166,-12.678421660025307,40.10693550899157,1.3371667839413923,fundamental,0.4
B_open,open,B,sub,44,sustain,30.84943462265166,30.84943462265166,-12.495251885685242,35.57916224191439,1.3371667839413923,fundamental,0.3
B_open,open,B,sub,44,decay,30.84943462265166,30.84943462265166,-12.46624282979375,37.54298587574554,1.3371667839413923,fundamental,0.08
B_open,open,B,sub,45,attack,30.88340045750247,30.88340045750247,-14.27067119332542,41.07862167983889,1.1449654304866057,fundamental,0.08
B_open,open,B,sub,45,stabilization,30.88340045750247,30.88340045750247,-14.471765214727093,38.995224850127165,1.1449654304866057,fundamental,0.14
B_open,open,B,sub,45,body,30.88340045750247,30.88340045750247,-13.955722880776072,42.02335131549186,1.1449654304866057,fundamental,0.4
B_open,open,B,sub,45,sustain,30.88340045750247,30.88340045750247,-13.556005210788271,37.76358560352931,1.1449654304866057,fundamental,0.3
B_open,open,B,sub,45,decay,30.88340045750247,30.88340045750247,-13.226027662073022,40.06991392468249,1.1449654304866057,fundamental,0.08
B_open,open,B,sub,46,attack,30.877134283570467,30.877134283570467,-6.14863948873208,38.385979281850716,1.410070097642785,fundamental,0.08
B_open,open,B,sub,46,stabilization,30.877134283570467,30.877134283570467,-8.130830581444975,38.79536655990044,1.410070097642785,fundamental,0.14
B_open,open,B,sub,46,body,30.877134283570467,30.877134283570467,-6.013410957663076,41.76782175943356,1.410070097642785,fundamental,0.4
B_open,open,B,sub,46,sustain,30.877134283570467,30.877134283570467,-5.091186011727764,37.19769997199104,1.410070097642785,fundamental,0.3
B_open,open,B,sub,46,decay,30.877134283570467,30.877134283570467,-4.410091171842417,36.55457818685079,1.410070097642785,fundamental,0.08
B_open,open,B,sub,47,attack,30.86221827102785,30.86221827102785,-9.728263767676497,43.286594455051414,1.1589097793476564,fundamental,0.08
B_open,open,B,sub,47,stabilization,30.86221827102785,30.86221827102785,-9.67865205110499,41.037950875720924,1.1589097793476564,fundamental,0.14
B_open,open,B,sub,47,body,30.86221827102785,30.86221827102785,-9.597140408164847,43.58243987446419,1.1589097793476564,fundamental,0.4
B_open,open,B,sub,47,sustain,30.86221827102785,30.86221827102785,-9.482586497263114,38.882219313917176,1.1589097793476564,fundamental,0.3
B_open,open,B,sub,47,decay,30.86221827102785,30.86221827102785,-9.718549553285555,40.44880864675032,1.1589097793476564,fundamental,0.08
B_open,open,B,sub,48,attack,30.87226121401547,30.87226121401547,-13.687696389155128,41.131714706071364,1.2096786404725688,fundamental,0.08
B_open,open,B,sub,48,stabilization,30.87226121401547,30.87226121401547,-14.28452020278209,38.58530037593684,1.2096786404725688,fundamental,0.14
B_open,open,B,sub,48,body,30.87226121401547,30.87226121401547,-13.772689981046128,41.44477956902524,1.2096786404725688,fundamental,0.4
B_open,open,B,sub,48,sustain,30.87226121401547,30.87226121401547,-13.993128221478791,36.55147511009397,1.2096786404725688,fundamental,0.3
B_open,open,B,sub,48,decay,30.87226121401547,30.87226121401547,-14.14911830597567,38.50136710268337,1.2096786404725688,fundamental,0.08
B_open,open,B,sub,49,attack,30.850474720500607,30.850474720500607,-23.70836445947129,33.91527526391117,1.529212985206188,fundamental,0.08
B_open,open,B,sub,49,stabilization,30.850474720500607,30.850474720500607,-24.20737599648289,31.716612818818327,1.529212985206188,fundamental,0.14
B_open,open,B,sub,49,body,30.850474720500607,30.850474720500607,-23.22297833215745,35.26481845525764,1.529212985206188,fundamental,0.4
B_open,open,B,sub,49,sustain,30.850474720500607,30.850474720500607,-22.7709411109336,31.136070439963355,1.529212985206188,fundamental,0.3
B_open,open,B,sub,49,decay,30.850474720500607,30.850474720500607,-22.179849522645554,33.588273567226594,1.529212985206188,fundamental,0.08
B_open,open,B,sub,50,attack,30.895868543129218,30.895868543129218,-17.640981756712087,31.397296537610636,1.558188239853032,fundamental,0.08
B_open,open,B,sub,50,stabilization,30.895868543129218,30.895868543129218,-21.309640509732414,27.344477981669698,1.558188239853032,fundamental,0.14
B_open,open,B,sub,50,body,30.895868543129218,30.895868543129218,-19.55214445825763,30.756849646605268,1.558188239853032,fundamental,0.4
B_open,open,B,sub,50,sustain,30.895868543129218,30.895868543129218,-19.302291195281114,25.980885361364102,1.558188239853032,fundamental,0.3
B_open,open,B,sub,50,decay,30.895868543129218,30.895868543129218,-18.7139257048715,28.61425709616558,1.558188239853032,fundamental,0.08
B_open,open,B,sub,51,attack,30.84409115443168,30.84409115443168,-21.35235574765004,34.66564173691013,1.6783228986040053,fundamental,0.08
B_open,open,B,sub,51,stabilization,30.84409115443168,30.84409115443168,-22.202276395306143,31.511715698415003,1.6783228986040053,fundamental,0.14
B_open,open,B,sub,51,body,30.84409115443168,30.84409115443168,-21.88844863499044,34.84490640995955,1.6783228986040053,fundamental,0.4
B_open,open,B,sub,51,sustain,30.84409115443168,30.84409115443168,-22.02073063795569,30.306129124764368,1.6783228986040053,fundamental,0.3
B_open,open,B,sub,51,decay,30.84409115443168,30.84409115443168,-20.66777408812591,33.721421061705556,1.6783228986040053,fundamental,0.08
B_open,open,B,sub,52,attack,30.8568557781103,30.8568557781103,-21.51487401882584,39.01756018712797,1.850142421839621,fundamental,0.08
B_open,open,B,sub,52,stabilization,30.8568557781103,30.8568557781103,-20.851560396489766,37.32017567396732,1.850142421839621,fundamental,0.14
B_open,open,B,sub,52,body,30.8568557781103,30.8568557781103,-20.807823248549603,40.21263713368671,1.850142421839621,fundamental,0.4
B_open,open,B,sub,52,sustain,30.8568557781103,30.8568557781103,-20.61514386015551,35.900906927205966,1.850142421839621,fundamental,0.3
B_open,open,B,sub,52,decay,30.8568557781103,30.8568557781103,-20.1438971629544,38.58599991978118,1.850142421839621,fundamental,0.08
B_open,open,B,sub,53,attack,30.856970943654368,30.856970943654368,-18.599898500095883,41.08647986083702,1.5242991242820152,fundamental,0.08
B_open,open,B,sub,53,stabilization,30.856970943654368,30.856970943654368,-17.863111441555947,39.5854183880089,1.5242991242820152,fundamental,0.14
B_open,open,B,sub,53,body,30.856970943654368,30.856970943654368,-17.8497647358582,42.591971446573424,1.5242991242820152,fundamental,0.4
B_open,open,B,sub,53,sustain,30.856970943654368,30.856970943654368,-17.550373245460392,38.374627285926664,1.5242991242820152,fundamental,0.3
B_open,open,B,sub,53,decay,30.856970943654368,30.856970943654368,-17.28266163537706,40.802026945839316,1.5242991242820152,fundamental,0.08
B_open,open,B,sub,54,attack,30.87310455753177,30.87310455753177,-29.623938917936464,29.560553718296106,1.4430874840141634,fundamental,0.08
B_open,open,B,sub,54,stabilization,30.87310455753177,30.87310455753177,-27.402928435587462,29.67623544512398,1.4430874840141634,fundamental,0.14
B_open,open,B,sub,54,body,30.87310455753177,30.87310455753177,-26.789513084168743,33.223152223614946,1.4430874840141634,fundamental,0.4
B_open,open,B,sub,54,sustain,30.87310455753177,30.87310455753177,-25.444144198843222,30.2235210731262,1.4430874840141634,fundamental,0.3
B_open,open,B,sub,54,decay,30.87310455753177,30.87310455753177,-24.32156730100794,33.3214129683497,1.4430874840141634,fundamental,0.08
B_open,open,B,sub,55,attack,30.957060625840455,30.957060625840455,-26.360023114405926,30.40665740408167,1.5195561050770594,fundamental,0.08
B_open,open,B,sub,55,stabilization,30.957060625840455,30.957060625840455,-27.493205338669007,27.260009229401042,1.5195561050770594,fundamental,0.14
B_open,open,B,sub,55,body,30.957060625840455,30.957060625840455,-27.28183288394394,30.108110101055082,1.5195561050770594,fundamental,0.4
B_open,open,B,sub,55,sustain,30.957060625840455,30.957060625840455,-27.67927514089714,25.12296863578438,1.5195561050770594,fundamental,0.3
B_open,open,B,sub,55,decay,30.957060625840455,30.957060625840455,-28.145462954733908,26.935120285414328,1.5195561050770594,fundamental,0.08
B_open,open,B,sub,56,attack,30.85144919872731,30.85144919872731,-19.37492145095402,36.60838931558833,1.29994851398217,fundamental,0.08
B_open,open,B,sub,56,stabilization,30.85144919872731,30.85144919872731,-20.79911476311395,33.392634030430834,1.29994851398217,fundamental,0.14
B_open,open,B,sub,56,body,30.85144919872731,30.85144919872731,-20.546793965270965,36.133555079716835,1.29994851398217,fundamental,0.4
B_open,open,B,sub,56,sustain,30.85144919872731,30.85144919872731,-21.06066105807239,30.741040090968255,1.29994851398217,fundamental,0.3
B_open,open,B,sub,56,decay,30.85144919872731,30.85144919872731,-21.086280394001925,32.655908266624124,1.29994851398217,fundamental,0.08
B_open,open,B,sub,57,attack,30.84527122411897,30.84527122411897,-20.239804191422763,26.84942750114358,1.277628051484362,fundamental,0.08
B_open,open,B,sub,57,stabilization,30.84527122411897,30.84527122411897,-19.498188032076065,25.870522683250528,1.277628051484362,fundamental,0.14
B_open,open,B,sub,57,body,30.84527122411897,30.84527122411897,-18.516947785262893,28.676139690490857,1.277628051484362,fundamental,0.4
B_open,open,B,sub,57,sustain,30.84527122411897,30.84527122411897,-18.890834922062147,23.3188593021204,1.277628051484362,fundamental,0.3
B_open,open,B,sub,57,decay,30.84527122411897,30.84527122411897,-17.167763222720332,26.916232107813585,1.277628051484362,fundamental,0.08
B_open,open,B,sub,58,attack,30.842184624447093,30.842184624447093,-17.800567952932653,38.37491904990728,1.4355637892558264,fundamental,0.08
B_open,open,B,sub,58,stabilization,30.842184624447093,30.842184624447093,-17.900004548304906,36.12422932210121,1.4355637892558264,fundamental,0.14
B_open,open,B,sub,58,body,30.842184624447093,30.842184624447093,-17.937104471621772,38.94781706308875,1.4355637892558264,fundamental,0.4
B_open,open,B,sub,58,sustain,30.842184624447093,30.842184624447093,-18.28125862652017,34.06014180433952,1.4355637892558264,fundamental,0.3
B_open,open,B,sub,58,decay,30.842184624447093,30.842184624447093,-17.655918984778694,36.63537943231698,1.4355637892558264,fundamental,0.08
B_open,open,B,sub,59,attack,30.843367275487203,30.843367275487203,-28.849785657201927,28.588648322231542,1.6707614373365276,fundamental,0.08
B_open,open,B,sub,59,stabilization,30.843367275487203,30.843367275487203,-26.838290878048696,28.766395966219072,1.6707614373365276,fundamental,0.14
B_open,open,B,sub,59,body,30.843367275487203,30.843367275487203,-27.28094784465783,30.912565140743624,1.6707614373365276,fundamental,0.4
B_open,open,B,sub,59,sustain,30.843367275487203,30.843367275487203,-27.003298047380376,26.80655190930417,1.6707614373365276,fundamental,0.3
B_open,open,B,sub,59,decay,30.843367275487203,30.843367275487203,-26.68949784175025,29.327372340734016,1.6707614373365276,fundamental,0.08
B_open,open,B,sub,60,attack,30.883046174973874,30.883046174973874,-12.46049956522775,40.6449323825436,1.2664783115236329,fundamental,0.08
B_open,open,B,sub,60,stabilization,30.883046174973874,30.883046174973874,-12.771945088211666,38.0918854571864,1.2664783115236329,fundamental,0.14
B_open,open,B,sub,60,body,30.883046174973874,30.883046174973874,-12.97004037583315,40.93547476690971,1.2664783115236329,fundamental,0.4
B_open,open,B,sub,60,sustain,30.883046174973874,30.883046174973874,-13.420349452359927,36.01527368761657,1.2664783115236329,fundamental,0.3
B_open,open,B,sub,60,decay,30.883046174973874,30.883046174973874,-13.42595306126217,38.079035287936705,1.2664783115236329,fundamental,0.08
B_open,open,B,sub,61,attack,30.881174479629493,30.881174479629493,-8.830628653660952,39.65886191640253,1.287662902847868,fundamental,0.08
B_open,open,B,sub,61,stabilization,30.881174479629493,30.881174479629493,-10.079870002172022,36.950551441716286,1.287662902847868,fundamental,0.14
B_open,open,B,sub,61,body,30.881174479629493,30.881174479629493,-8.641493760807045,40.20176407696126,1.287662902847868,fundamental,0.4
B_open,open,B,sub,61,sustain,30.881174479629493,30.881174479629493,-8.173041278747426,35.90566400478892,1.287662902847868,fundamental,0.3
