gain_recommended_db,ci95_low_db,ci95_high_db,fundamental_only_median_db,energy_only_median_db,model_intercept_diagnostic_db
-10.5914945497307,-11.801543301894126,-8.358111158156872,-11.520956240194296,-9.674261461963853,-9.936611583741513
