pair,event,phase,f0_cafe_hz,f0_azul_hz,amplitude_cafe,amplitude_azul,delta_db,snr_cafe,snr_azul
B_open,20,decay,30.923385232620348,30.83258110359255,0.019749752100383818,0.0014987145385725268,-22.396854568578817,0.27656166182218456,0.35730668979912716
B_open,21,attack,30.90251859811668,30.76273544129892,0.025810467734799683,0.0007966377309945317,-30.210700057882022,-0.23712073983729737,-1.8618581432065973
B_open,21,stabilization,30.90251859811668,30.76273544129892,0.02450188940308653,0.0006752918190525286,-31.19416173595875,-1.0797206505665553,-5.970576317115846
B_open,21,body,30.90251859811668,30.76273544129892,0.023197352548902615,0.0006331129796347889,-31.279144113067233,0.507543948454859,0.5998446467651591
B_open,21,sustain,30.90251859811668,30.76273544129892,0.020965404044576568,0.0005373865910472701,-31.8243282175889,0.6365333046483763,0.9293129285159989
B_open,21,decay,30.90251859811668,30.76273544129892,0.019729244483590733,0.0006041673268780897,-30.27906438978873,0.45780994459221835,0.2990265311559983
B_open,22,attack,30.89962422262422,30.859440945246856,0.022597172505568787,0.0013110271204524538,-24.72884850448404,-1.2304189660637448,-2.4134301454050067
B_open,22,stabilization,30.89962422262422,30.859440945246856,0.020571464668789723,0.0011431684884931103,-25.10309939112487,-2.6498172215955584,-5.826097624126822
B_open,22,body,30.89962422262422,30.859440945246856,0.01895908725032134,0.001108474857790039,-24.661831564654946,0.5696956683155924,0.46765775960264544
B_open,22,sustain,30.89962422262422,30.859440945246856,0.01688163674154435,0.000989008592813634,-24.644289720044902,0.5601857912370243,0.7179564705510632
B_open,22,decay,30.89962422262422,30.859440945246856,0.014418459910111306,0.0011419251918340114,-22.02562440541452,0.28842637942572463,-1.4181139862922978
B_open,23,attack,30.88269815549403,30.85042699400676,0.008842001596370073,0.001843772319857338,-13.616865965127111,-3.118785356734326,-1.978596519744579
B_open,23,stabilization,30.88269815549403,30.85042699400676,0.007404218226997077,0.0015429152844836434,-13.622742581798875,-7.821315116229873,-6.140420203639508
B_open,23,body,30.88269815549403,30.85042699400676,0.007790650872903243,0.001444796770595112,-14.635339604994897,0.6305265033995834,0.4584102680028883
B_open,23,sustain,30.88269815549403,30.85042699400676,0.0072448564694510735,0.0012848658549192253,-15.023439959030085,0.8427417711214094,0.8437852574506209
B_open,23,decay,30.88269815549403,30.85042699400676,0.007033036421499122,0.0010440355790724604,-16.568551349723883,0.06847805206700708,-0.18368075759213814
B_open,24,attack,30.836475673144378,30.8765693540581,0.011894535858700163,0.0016030545276600058,-17.407984097263146,-2.8662351328630558,-3.4851794976729833
