pair,event_cafe,event_azul,time_cafe,time_azul,lag_ms,match_cost,f0_cafe,f0_azul,note_error_cents,confidence,status
A_open,80,74,50.48888888888889,48.30331065759637,-2185.578231292517,1.799095452336181,54.966931543433866,55.2031391687025,7.423637063508741,medium,accepted
A_open,81,75,51.07809523809524,48.96798185941043,-2110.113378684808,1.5184007471525318,54.94325859057146,55.208772312982,8.34605196492435,medium,accepted
A_open,82,76,51.67310657596372,49.54267573696145,-2130.4308390022725,1.8599824098254807,54.9512196743983,55.165366190901636,6.7335579889032715,medium,accepted
A_open,83,77,52.30294784580499,50.12607709750567,-2176.870748299315,1.308520130643874,54.935958861135525,55.16084648457931,7.072569475155601,medium,accepted
A_open,84,78,52.91827664399093,50.74140589569161,-2176.8707482993223,1.5147819832640497,54.94211355242508,55.177515581214635,7.401707242294804,medium,accepted
A_open,85,79,53.50748299319728,51.348027210884354,-2159.455782312925,1.7401828411146119,54.955322379119124,55.139707961441424,5.7988974750667435,medium,accepted
A_open,86,80,54.11120181405896,51.95174603174603,-2159.455782312925,1.8002538612278496,54.96163788307634,55.162611077550956,6.318899366337571,medium,accepted
A_open,87,81,54.68299319727891,52.55546485260771,-2127.5283446711983,1.5728289083661238,54.99865494234768,55.14596836903384,4.630896444394692,medium,accepted
A_open,89,83,55.89333333333333,53.75419501133787,-2139.1383219954605,1.5270707901671086,55.11449316702003,55.16091289978103,1.4575040712590985,medium,accepted
A_open,90,84,56.48253968253968,54.337596371882086,-2144.9433106575952,1.6983698389700967,54.92655013659647,55.17155258846097,7.705078950833629,medium,accepted
A_open,91,85,57.0659410430839,54.95002267573696,-2115.918367346943,1.8028794293516175,54.94845471305207,55.14263114330542,6.107037523709703,medium,accepted
A_open,92,87,57.66095238095238,56.16907029478458,-1491.8820861677987,1.6560006424579174,54.94509738008716,55.18055344721132,7.403001544887505,medium,accepted
A_open,93,88,58.25015873015873,56.76698412698413,-1483.1746031746036,1.9199392004274278,54.97493310499008,55.17912699805352,6.418425700625232,medium,accepted
A_open,94,89,58.85387755102041,57.373605442176874,-1480.2721088435362,1.4815136987717166,54.99098723761425,55.11782079776818,3.9883943698463185,medium,accepted
A_open,95,90,59.47210884353741,57.97151927437642,-1500.5895691609935,1.682470297068624,54.973677297913824,55.12870851027228,4.875380109352907,medium,accepted
A_open,96,91,60.09034013605442,58.57523809523809,-1515.1020408163304,1.3693015253251177,54.97401906689452,55.14037809956065,5.231044227724285,medium,accepted
A_open,97,93,60.71147392290249,59.773968253968256,-937.5056689342358,1.5601357341963753,54.97454624360387,55.16639617992805,6.03113557369717,medium,accepted
A_open,98,95,61.28326530612245,60.969795918367346,-313.4693877551058,1.4270638374754536,54.949578694452505,55.12850552616358,5.628086614203731,medium,accepted
A_open,99,96,61.87827664399093,61.56480725623583,-313.4693877550987,1.7205337625344235,54.9699193148582,55.1258493047999,4.903939392849619,medium,accepted
A_open,100,97,62.458775510204084,62.12789115646258,-330.88435374150293,1.4227043966245871,54.982879176954725,55.13827086497033,4.88588358710714,medium,accepted
A_open,101,98,63.094421768707484,62.73160997732426,-362.8117913832227,1.8730851411129725,54.991531557496685,55.16965747123194,5.598667159554246,medium,accepted
A_open,102,99,63.67492063492063,63.35274376417234,-322.1768707482937,1.5353723838543472,54.99689168105966,55.1265401185792,4.076369387945427,medium,accepted
A_open,103,100,64.29024943310658,63.95646258503401,-333.7868480725703,1.8070358941242486,54.98474713788122,55.163352261885954,5.61439633903438,medium,accepted
D_open,5,6,5.471201814058957,6.086530612244898,615.3287981859412,2.210524597991028,73.4335427661235,73.2084906203225,-5.313868534421466,low,accepted
D_open,11,8,9.02095238095238,7.305578231292517,-1715.374149659863,2.161108541409191,73.39551019737611,73.24259781187176,-3.610619747600556,low,accepted
D_open,13,14,10.22548752834467,10.872743764172336,647.2562358276655,2.1587924381188777,73.44804362034387,73.18204935314608,-6.2810958927226395,low,accepted
D_open,15,18,11.42421768707483,13.287619047619048,1863.401360544218,2.223772429547873,73.43398057275613,73.25292861226085,-4.273639407516976,low,accepted
D_open,17,19,12.646167800453515,13.900045351473922,1253.8775510204073,2.1744471310778164,73.3990020666989,73.21968460111555,-4.234666997077631,low,accepted
D_open,19,20,13.836190476190476,14.486349206349207,650.158730158731,2.1764115750508233,73.49752566963856,73.21879075816658,-6.578081589294712,low,accepted
D_open,23,24,16.253968253968253,16.904126984126986,650.1587301587329,2.1504505005965036,73.40169943961027,73.18228828387076,-5.182726342034726,low,accepted
D_open,27,36,18.622403628117915,24.076190476190476,5453.786848072561,2.213481188654234,73.41399556178729,73.17253939535905,-5.70335487991418,low,accepted
D_open,29,42,19.832743764172335,27.744943310657597,7912.199546485262,2.1462454468038734,73.38343063323764,73.20365826261333,-4.246324931916585,low,accepted
D_open,33,44,22.253424036281178,28.90013605442177,6646.71201814059,2.2342444826571066,73.4528556408298,73.23768808350812,-5.078795935797252,low,accepted
D_open,35,46,23.426031746031747,30.107573696145124,6681.541950113377,2.02536226515352,73.45286418317643,73.20454107547938,-5.862722435360608,low,accepted
D_open,41,54,27.054149659863945,34.87637188208617,7822.222222222223,2.191997980482879,73.34639615565399,73.17398189450589,-4.074376290693047,low,accepted
D_open,47,56,30.647437641723357,36.11573696145125,5468.29931972789,2.2473148778832943,73.50615301578972,73.21002348114334,-6.988598554570274,low,accepted
D_open,50,60,32.41505668934241,38.521904761904764,6106.848072562358,2.1496195174555934,73.34831159063947,73.204899317136,-3.3882613510285764,low,accepted
D_open,51,62,33.041995464852604,39.72643990929705,6684.444444444445,2.167267574612243,73.429531425377,73.15123741706323,-6.573749688104481,low,accepted
D_open,57,68,36.66140589569161,43.299410430839,6638.0045351473955,2.0669387759956277,73.40579529555711,73.22011191683065,-4.384785275015338,low,accepted
D_open,59,72,37.84562358276644,45.714285714285715,7868.662131519272,2.167676727969681,73.42089677576944,73.23336890358064,-4.427485459428163,low,accepted
D_open,61,76,39.096598639455785,48.1059410430839,9009.342403628118,2.194772164316392,73.44358012827875,73.21674821085277,-5.355223957813762,low,accepted
D_open,62,78,39.69160997732426,49.2756462585034,9584.036281179138,2.2824952215883334,73.403061966162,73.23145128475126,-4.052230050040582,low,accepted
D_open,63,82,40.26920634920635,51.69052154195011,11421.315192743763,2.221271939474953,73.43645327934905,73.134719878087,-7.127893768899103,low,accepted
D_open,65,88,41.49696145124717,55.30122448979592,13804.263038548754,2.1241619867482,73.39939510916484,73.23771822221259,-3.8175962237696663,low,accepted
D_open,67,90,42.64054421768707,56.51446712018141,13873.922902494336,2.226204802996759,73.4366045125288,73.23099702949928,-4.853899631506549,low,accepted
