comparison,mean,median,ci95_low,ci95_high,prob_improvement,prob_gt_0_1,prob_gt_0_25,prob_gt_0_5,n_pairs
CENTRAL_vs_NO_SUB,0.00773733713138374,0.0,-0.006534998733847949,0.027130755440969743,0.798,0.0,0.0,0.0,14
