comparison,mean,median,ci95_low,ci95_high,prob_improvement,prob_gt_0_1,prob_gt_0_25,prob_gt_0_5,n_pairs
CENTRAL_vs_NO_HIGH,1.9792164408981095e-07,0.0,-6.319387679809552e-09,5.759353715844335e-07,0.887,0.0,0.0,0.0,14
