setup,run,frequency_hz,transfer_db,median_snr_db
Bajo,1,52.24947954608062,15.786532182206681,36.58761894490963
Bajo,1,52.43844846099058,15.784919344838816,36.24752074893316
Bajo,1,52.6281008133455,15.783679663936026,36.22925221316132
Bajo,1,52.818439074910366,15.783182212089145,36.49111354541513
Bajo,1,53.00946572638965,15.783554911675086,36.98062264658815
Bajo,1,53.201183257459746,15.784602452069219,37.499977144031305
Bajo,1,53.39359416680138,15.7858274495826,38.045569325692945
Bajo,1,53.58670096213211,15.786547260131673,38.09057357006347
Bajo,1,53.78050616023916,15.786065220130485,37.97039726987833
Bajo,1,53.975012287012085,15.783839498541578,37.760157204667344
Bajo,1,54.170221877475704,15.779600460529721,37.69020304919678
Bajo,1,54.36613747582325,15.773392211038033,37.82417424551202
Bajo,1,54.562761635449405,15.765542558050964,37.127360165972576
Bajo,1,54.76009691898362,15.756584720018113,36.672423012002085
Bajo,1,54.958145898323565,15.747158071456,36.53946865334278
Bajo,1,55.15691115466856,15.73790729905069,36.82262140808598
Bajo,1,55.35639527855328,15.729388864015185,37.35447250159855
Bajo,1,55.55660086988149,15.721988919451363,37.548256041066914
Bajo,1,55.75753053795998,15.715860272334133,37.98680422889552
Bajo,1,55.95918690153245,15.710892649216516,38.36053643241676
Bajo,1,56.16157258881378,15.706732422356113,37.93892351609109
Bajo,1,56.36469023752424,15.702860328281032,37.634175119166436
Bajo,1,56.568542494923804,15.698718678784235,37.59787411106211
Bajo,1,56.77313201784671,15.69385984429502,37.97625306195996
Bajo,1,56.97846147273613,15.688074734404962,38.4324390985246
Bajo,1,57.1845335356788,15.681460648045395,38.39247005026935
Bajo,1,57.39135089244001,15.674403869636768,37.878322741817726
Bajo,1,57.598916238498546,15.667478489229289,37.21655488972919
Bajo,1,57.807232279081866,15.661289431643533,36.70616741252273
Bajo,1,58.0163017292013,15.656305096590964,36.39044169745443
Bajo,1,58.2261273136875,15.652727020914266,36.16949255520579
Bajo,1,58.43671176722588,15.650430950290321,36.401471225556364
Bajo,1,58.64805783439233,15.648991351712096,37.01294523817948
Bajo,1,58.86016826968897,15.647777851986953,37.61516508519749
Bajo,1,59.073045837579976,15.64609441102283,37.930062732264496
Bajo,1,59.2866933125277,15.643324587658661,38.00015521648103
Bajo,1,59.50111347902884,15.639048585661731,38.45556961288332
Bajo,1,59.71630913165059,15.633108189539918,39.34560619515183
Bajo,1,59.932283075067254,15.62561022425362,40.36989494504541
Bajo,1,60.14903812409667,15.6168739008674,40.182538962125776
Bajo,1,60.366577103736915,15.607339565999062,39.70099504779931
Bajo,1,60.58490284920315,15.597463755363936,39.099741593398825
Bajo,1,60.804018205964596,15.587627695702153,38.61862367840176
Bajo,1,61.02392602978153,15.578082293814935,38.244841486749024
Bajo,1,61.24462918674261,15.568942314215642,37.97062975185975
Bajo,1,61.46613055330214,15.560227048655468,38.341599141279815
Bajo,1,61.68843301631763,15.551928380026135,39.3688012249721
Bajo,1,61.91153947308737,15.544075664593953,40.011467515416676
