setup,run,frequency_hz,normalized_transfer_db,snr_db
bass,1,28.5922667678394,15.843914718863658,32.71653367719971
bass,1,28.643924442046366,15.844861331488872,32.758132284232694
bass,1,28.695675446220005,15.845828014130534,32.8061446357064
bass,1,28.747519948979647,15.846815294296935,32.8574783058792
bass,1,28.799458119249273,15.847822000650725,32.908184034239035
bass,1,28.851490126258064,15.848845328186304,32.95605608565539
bass,1,28.903616139540933,15.84988097260698,33.00444770793307
bass,1,28.955836328939103,15.850923328568026,33.05035399859543
bass,1,29.00815086460065,15.851965750971369,33.09228939937701
bass,1,29.060559916981052,15.853000872547366,33.121424168043085
bass,1,29.113063656843746,15.854020948828943,33.13703646666919
bass,1,29.1656622552607,15.855018209002079,33.14427397330369
bass,1,29.21835588361294,15.855985202562097,33.14171695955812
bass,1,29.27114471359114,15.856915134703057,33.130071669120234
bass,1,29.32402891719617,15.857802180518624,33.1080622939727
bass,1,29.377008666739638,15.858641742985364,33.077293588865814
bass,1,29.430084134844485,15.859430647480687,33.04424508731356
bass,1,29.483255494445515,15.860167276956842,33.007819849175505
bass,1,29.536522918789988,15.860851652960571,32.97096004649004
bass,1,29.589886581438158,15.861485463131398,32.93071454797571
bass,1,29.643346656263855,15.862072017861369,32.89039839037886
bass,1,29.696903317455046,15.862616146298494,32.849879142180725
bass,1,29.750556739514415,15.863124054738837,32.8113693861912
bass,1,29.8043070972599,15.863603162160784,32.77586900175456
bass,1,29.858154565825295,15.864061904621709,32.741584685916465
bass,1,29.912099320660808,15.864509510596937,32.71394558976995
bass,1,29.96614153753363,15.864955756381576,32.691845002169714
bass,1,30.02028139252851,15.865410725468628,32.6746834735003
bass,1,30.07451906204833,15.86588456698549,32.66468889749498
bass,1,30.128854722814694,15.866387247261297,32.66059106351055
bass,1,30.183288551868458,15.86692829679723,32.67084143153124
bass,1,30.237820726570355,15.867516564026273,32.69479786505648
bass,1,30.29245142460158,15.868159984995962,32.73041263499961
bass,1,30.347180823964294,15.868865363009263,32.774689149231456
bass,1,30.402009102982298,15.869638164842934,32.823686063323066
bass,1,30.456936440301547,15.870482331401858,32.88225316593476
bass,1,30.511963014890764,15.871400127813246,32.945655938771814
bass,1,30.567089006042018,15.872392031657787,33.008394729358145
bass,1,30.622314593371303,15.873456658601404,33.064424565512034
bass,1,30.677639956819117,15.874590737345867,33.12115723149852
bass,1,30.73306527665107,15.875789141839475,33.176977946058905
bass,1,30.78859073345845,15.877044984810532,33.22716259628838
bass,1,30.844216508158816,15.878349764517159,33.26042815907347
bass,1,30.8999427819966,15.879693572991528,33.27744851560253
bass,1,30.955769736543687,15.881065364688206,33.28008955465931
bass,1,31.0116975537,15.88245327471019,33.267032575187386
bass,1,31.067726415694107,15.8838449692707,33.24188563572753
bass,1,31.12385650508381,15.885228018082085,33.199304231322685
bass,1,31.18008800475674,15.886590282892664,33.14217730621125
bass,1,31.23642109793094,15.887920304074335,33.075440370562525
bass,1,31.292855968155486,15.889207654568027,32.99810360407445
bass,1,31.349392799311055,15.89044324556721,32.911277029792025
bass,1,31.406031775610572,15.891619581240809,32.82219478556793
bass,1,31.46277308159975,15.892730960787,32.73570458710059
bass,1,31.51961690215773,15.893773604297,32.65703376783031
bass,1,31.576563422497678,15.894745690853629,32.58529429572733
bass,1,31.63361282816739,15.895647323166893,32.515526376187495
bass,1,31.690765305049876,15.896480442141948,32.449499606394184
bass,1,31.748021039363987,15.897248691718607,32.383564362922456
bass,1,31.805380217665032,15.89795721961171,32.322296127675905
bass,1,31.862843026845336,15.898612438193378,32.26337082969446
bass,1,31.920409654134918,15.899221778643282,32.20943045894211
