frequency_hz,target_db,uncertainty_db,mooer_db,error_db
20.0,-11.940749720224714,0.23716019909468064,-9.121619086831672,2.8191306333930424
20.07233331950925,-11.937746749983177,0.23715774671291612,-9.130336668666988,2.8074100813161884
20.14492824447408,-11.934355282084653,0.23716061391605464,-9.139001560170282,2.7953537219143705
20.21778572103401,-11.93057523484244,0.23715270947928005,-9.147613749433988,2.7829614854084515
20.29090669875047,-11.92641472669774,0.23721344417720258,-9.156173224636001,2.7702415020617384
20.36429213061913,-11.921889722252796,0.23722250947830484,-9.164679974030433,2.7572097482223636
20.437942973082333,-11.917023226551176,0.2372603985304046,-9.17313398593847,2.743889240612706
20.51186018604153,-11.911844094076319,0.2372397456239779,-9.181535248739387,2.730308845336932
20.58604473286984,-11.906385549984671,0.23722508019224905,-9.18988375086162,2.7165017991230513
20.66049758042457,-11.90068354064418,0.23722484845962363,-9.198179480773986,2.7025040598701953
20.735219699059822,-11.894775037274062,0.23722070610478505,-9.206422426976964,2.6883526102970983
20.81021206263916,-11.888696410895289,0.23724775213610225,-9.214612577994137,2.674083832901152
20.88547564854828,-11.882481980848661,0.2372692157861782,-9.222749922363713,2.6597320584849484
20.96101143770774,-11.876162815812084,0.2372771123267949,-9.230834448630194,2.6453283671818895
21.03682041458579,-11.869765838993526,0.23729377851097122,-9.238866145336116,2.63089969365741
21.11290356721114,-11.863313261342018,0.23731314792414676,-9.246845001013943,2.616468260328075
21.189261887185907,-11.85682234099642,0.23732356349050965,-9.254771004178055,2.6020513368183646
21.265896369698464,-11.850305445771617,0.23733348804351337,-9.262644143316884,2.587661302454734
21.342808013536477,-11.843770379288262,0.23734951238355823,-9.270464406885136,2.5733059724031264
21.41999782109987,-11.83722092056575,0.2373623762560393,-9.27823178329616,2.55898913726959
21.497466798413928,-11.830657521099125,0.23738888324826696,-9.285946260914427,2.544711260184698
21.5752159551424,-11.82407810186213,0.23740355326613394,-9.293607828048136,2.530470273813993
21.653246304600625,-11.81747889452236,0.23741402618371438,-9.30121647294196,2.5162624215804
21.73155886376879,-11.810855275596957,0.2374224972950628,-9.308772183769886,2.502083091827071
21.810154653305155,-11.804202548700601,0.23742805743437712,-9.316274948628205,2.487927600072396
21.889034697559342,-11.79751663776851,0.23742485883776812,-9.323724755528636,2.4737918822398743
21.96820002458573,-11.79079466263363,0.23741712220534805,-9.331121592391552,2.4596730702420775
22.047651666156817,-11.784035377120825,0.23740270391833304,-9.33846544703937,2.4455699300814544
22.127390657776665,-11.777239458461409,0.23738719052026688,-9.345756307190028,2.4314831512713813
22.207418038694424,-11.770409682827816,0.23737476252362885,-9.352994160450658,2.4174155223771585
22.287734851917847,-11.763550831782535,0.23734174161450314,-9.360178994311292,2.4033718374712425
22.36834214422692,-11.756669594615966,0.2372883988562321,-9.367310796138824,2.389358798477142
22.44924096618746,-11.749774297758881,0.237192446038953,-9.374389553171003,2.375384744587878
22.53043237216484,-11.742874531746445,0.2370530856790135,-9.381415252510607,2.361459279235838
22.611917420337715,-11.735980696214778,0.2369119491152512,-9.388387881119744,2.347592815095034
22.693697172711826,-11.729103485240469,0.23680400708514768,-9.395307425814298,2.33379605942617
22.77577269513383,-11.722253337112662,0.2367767286700921,-9.402173873258485,2.320079463854176
22.8581450573052,-11.71543987473539,0.23684630661484424,-9.408987209959571,2.3064526647758186
22.94081533279616,-11.708671365231586,0.23681352514022605,-9.415747422262719,2.2929239429688675
