frequency_hz,target_db,uncertainty_db,mooer_db,error_db
20.0,-13.509621847663665,0.558375242142901,-10.286651398279359,3.222970449384306
20.07233331950925,-13.506497764732687,0.5583776950902599,-10.30069016948792,3.2058075952447673
20.14492824447408,-13.502969907884212,0.5583574076127295,-10.31468719825743,3.188282709626783
20.21778572103401,-13.49903223892572,0.558318407863529,-10.32864238091469,3.1703898580110295
20.29090669875047,-13.494686656740857,0.5582888193977315,-10.342555613072548,3.1521310436683088
20.36429213061913,-13.48994288891361,0.558243055148131,-10.356426789626493,3.1335160992871174
20.437942973082333,-13.484817935931696,0.5581866869627856,-10.370255804751453,3.114562131180243
20.51186018604153,-13.479335114673646,0.5581222599404336,-10.384042551898908,3.0952925627747376
20.58604473286984,-13.47352278180297,0.55805008129663,-10.397786923794127,3.0757358580088425
20.66049758042457,-13.46741284205913,0.5579809286792141,-10.41148881243375,3.0559240296253787
20.735219699059822,-13.46103915899248,0.5579104252226121,-10.425148109083514,3.0358910499089653
20.81021206263916,-13.454435985930122,0.5578801499697844,-10.438764704276288,3.015671281653834
20.88547564854828,-13.447636523886096,0.5578745190918737,-10.452338487810279,2.995298036075818
20.96101143770774,-13.440671693067907,0.5578687253888372,-10.465869348747546,2.974802344320361
21.03682041458579,-13.433569178654583,0.5578658197879243,-10.479357175412709,2.9542120032418744
21.11290356721114,-13.426352782984825,0.5578542534566915,-10.49280185539188,2.933550927592945
21.189261887185907,-13.41904208837811,0.5578501335513495,-10.506203275531881,2.9128388128462284
21.265896369698464,-13.41165241022441,0.5578375913951487,-10.519561321939683,2.892091088284726
21.342808013536477,-13.404195000709135,0.5578266268092332,-10.532875879982074,2.871319120727062
21.41999782109987,-13.39667745071778,0.5578140875516189,-10.546146834285583,2.850530616432197
21.497466798413928,-13.389104231409494,0.5577966736004598,-10.559374068736616,2.8297301626728775
21.5752159551424,-13.381477317140764,0.5577791529978168,-10.572557466481884,2.8089198506588797
21.653246304600625,-13.37379683672596,0.55775663126191,-10.585696909929025,2.788099926796935
21.73155886376879,-13.366061708910777,0.5577308186783688,-10.598792280747498,2.7672694281632797
21.810154653305155,-13.358270228797233,0.557704041775036,-10.611843459869661,2.746426768927572
21.889034697559342,-13.350420583212735,0.5576753788108311,-10.624850327492199,2.7255702557205357
21.96820002458573,-13.342511283391802,0.5576438036913416,-10.637812763077669,2.7046985203141336
22.047651666156817,-13.33457604217429,0.5576125269730114,-10.650730645356369,2.6838453968179206
22.127390657776665,-13.326603532249422,0.5575788351943658,-10.6636038523284,2.662999679921022
22.207418038694424,-13.318571941841958,0.5575399934620863,-10.676432261266017,2.6421396805759407
22.287734851917847,-13.310483747295422,0.5574962455201934,-10.689215748716137,2.6212679985792846
22.36834214422692,-13.302342725947076,0.557448731178973,-10.701954190503185,2.6003885354438907
22.44924096618746,-13.294153953268527,0.5573903615154345,-10.714647461732104,2.5795064915364225
22.53043237216484,-13.285923745431543,0.5573114164890008,-10.727295436791605,2.5586283086399373
22.611917420337715,-13.277659548062848,0.557190842017396,-10.739897989357724,2.5377615587051245
