pair,event,event_confidence_v18,class_weight,note_weight,lag_weight
B_open,72,0.801798973547183,1.0,0.9572227303955871,0.9649122807017569
B_open,73,0.8001178221023558,1.0,0.9228800296208495,0.8368421052631588
B_open,74,0.818898912215411,1.0,0.9166942768272536,0.985964912280713
B_open,75,0.8195817940005928,1.0,0.9298165244400187,0.8947368421052707
B_open,76,0.8600206493541507,1.0,0.935380679960843,0.985964912280713
B_open,77,0.8077698425072011,1.0,0.9510388906482029,0.9298245614035138
B_open,78,0.8073171596249641,1.0,0.8967180626782578,0.9157894736842268
B_open,79,0.8185261036452841,1.0,0.9106723832252261,0.978947368421061
B_open,80,0.8026196052584709,1.0,0.901846149256138,0.992982456140348
B_open,81,0.8123270854654078,1.0,0.9046832644785744,0.9578947368421049
B_open,82,0.8278971168056101,1.0,0.9240778861216429,0.9578947368421049
B_open,83,0.8229180460386333,1.0,0.9990090632418475,0.9017543859649403
B_open,84,0.8995715585049368,1.0,0.9876886427348244,0.9649122807017569
B_open,85,0.879732040351316,1.0,0.9828144088495907,0.978947368421061
B_open,86,0.7991663429090735,1.0,0.9064217627309631,0.9578947368421225
B_open,87,0.783105328944205,1.0,0.8924170280002965,0.8596491228070282
B_open,88,0.7978241220925067,1.0,0.8969239056509684,0.8596491228070282
B_open,89,0.8039820076447031,1.0,0.9484059831964725,0.7614035087719685
B_open,90,0.8442011158473336,1.0,0.9650500790067947,0.8596491228070282
B_open,91,0.8134282634136644,1.0,0.9305952240205607,0.8736842105263323
B_open,92,0.8516877618884456,1.0,0.9749285988235824,0.8807017543859672
B_open,93,0.7829599267967383,1.0,0.9503220107648838,0.75
B_open,94,0.8524937419188823,1.0,0.9705723148391405,0.978947368421061
B_open,95,0.8170015947215615,1.0,0.9583316681926844,0.7399122807017752
B_open,96,0.8341821519252245,1.0,0.9962361561246734,0.6225877192982825
B_open,97,0.8268824078447747,1.0,0.96883853157298,0.9508771929824529
B_open,98,0.8891258548499003,1.0,0.9374721818481845,0.985964912280713
B_open,99,0.7814711156856727,1.0,0.9097806323391586,0.6916666666666846
B_open,100,0.7456033312611186,0.7,0.9023854792145775,0.7217105263158157
B_open,101,0.6783149655359043,0.7,0.9186117978547405,0.6675438596491399
B_open,102,0.7411533592548715,0.7,0.7932468073833177,0.824561403508785
B_open,103,0.7006053995004193,0.7,0.9845143698712164,0.4
C_12,0,0.7174830099579216,1.0,0.9095043784825667,0.4
C_12,1,0.7026324687368891,1.0,0.9009607318173365,0.4
C_12,2,0.7026891384808559,1.0,0.903607499011048,0.4
C_12,3,0.7191963862103882,1.0,0.9094443302905953,0.4
C_12,4,0.6993607919341648,1.0,0.8995079233265313,0.4
C_12,5,0.7242631071160021,1.0,0.9173466051371475,0.4
C_12,6,0.6934272906985249,1.0,0.9100883881792171,0.4
C_12,7,0.7038974756743764,1.0,0.9143689905740547,0.4
C_12,8,0.6945713284216036,1.0,0.9121193080678168,0.4
C_12,9,0.6806914162370769,1.0,0.9079083317913432,0.4
C_12,10,0.6764510552767132,1.0,0.899377597979038,0.4
C_12,15,0.7154417790112538,1.0,0.9098079058507674,0.4
C_12,16,0.6809530163077698,1.0,0.9060295065514807,0.4
C_12,17,0.6926109451022348,1.0,0.9097992131758564,0.4
C_12,18,0.6949867367361894,1.0,0.9237150178649577,0.4
C_12,19,0.6696646114286621,1.0,0.8942370757820763,0.4
C_12,20,0.6822903945580824,1.0,0.9026619882355916,0.4
C_12,21,0.7105315468632031,1.0,0.9145249834462293,0.4
C_12,23,0.7147272208727423,1.0,0.9244737150932445,0.4
C_12,25,0.7376193775984156,1.0,0.9064544474507672,0.7428571428571475
C_12,26,0.745123019496801,1.0,0.9238008605552671,0.7285714285714253
C_12,27,0.7571507745032798,1.0,0.9317715370543052,0.7142857142857204
C_12,28,0.7577502402023786,1.0,0.9211882460137468,0.8428571428571514
C_12,29,0.79928864508852,1.0,0.9275457758305963,0.91428571428571
C_12,30,0.7527577986587263,1.0,0.9134670901211291,0.8428571428571334
C_12,31,0.8128299677414949,1.0,0.9301937473000367,0.9428571428571373
C_12,32,0.7553228607285337,1.0,0.9163044063821569,0.842857142857134
C_12,33,0.7887282483850285,1.0,0.9292354918943733,0.9714285714285812
