frequency_hz,target_db,uncertainty_db,mooer_db,error_db
20.0,-15.070850012734665,0.5570974543675197,-12.597685665442492,2.4731643472921725
20.07233331950925,-15.073895239934561,0.5570826157434248,-12.620654550535903,2.4532406893986582
20.14492824447408,-15.077348987734249,0.5571013068504527,-12.64359281471826,2.433756173015988
20.21778572103401,-15.08120955210745,0.5571090942745961,-12.666500229946951,2.4147093221604994
20.29090669875047,-15.08546648278176,0.5571110072232528,-12.68937656703687,2.3960899157448896
20.36429213061913,-15.090101013532943,0.5571279778490414,-12.712221595659328,2.377879417873615
20.437942973082333,-15.09508695243626,0.5571432779850889,-12.735035084341046,2.360051868095214
20.51186018604153,-15.100391953438915,0.5571463437609272,-12.757816800463344,2.342575152975572
20.58604473286984,-15.105979060999196,0.5571391608464769,-12.780566510261473,2.325412550737724
20.66049758042457,-15.111808403057234,0.5571272719288336,-12.803283978824075,2.308524424233159
20.735219699059822,-15.11783890507073,0.5571398015386547,-12.825968970092799,2.2918699349779317
20.81021206263916,-15.124029908017777,0.5571557078760062,-12.848621246862075,2.2754086611557014
20.88547564854828,-15.130342593448605,0.5571624749634755,-12.871240570779023,2.259102022669582
20.96101143770774,-15.13674114525414,0.5571678366049007,-12.893826702343498,2.2429144429106422
21.03682041458579,-15.143193606994835,0.5571645968072598,-12.916379400908346,2.2268142060864893
21.11290356721114,-15.149672421998792,0.5571688285812084,-12.93889842467973,2.2107739973190625
21.189261887185907,-15.156154668358893,0.5571725961528188,-12.961383530717642,2.1947711376412506
21.265896369698464,-15.162622020775158,0.557173052425991,-12.983834474936618,2.1787875458385404
21.342808013536477,-15.169060485142731,0.5571855260506045,-13.00625101210649,2.1628094730362406
21.41999782109987,-15.175459959898342,0.5571832872384084,-13.028632895853411,2.146827064044931
21.497466798413928,-15.181813680961714,0.5571910812547844,-13.050979878660934,2.1308338023007796
21.5752159551424,-15.188117605462509,0.5571971021658004,-13.07329171187133,2.1148258935911795
21.653246304600625,-15.194369784305943,0.5572014305284749,-13.09556814568699,2.098801638618953
21.73155886376879,-15.200569765897606,0.5572077126221164,-13.117808929172028,2.082760836725578
21.810154653305155,-15.206718063897508,0.5572104357487552,-13.140013810254011,2.066704253643497
21.889034697559342,-15.21281571152192,0.5572096123068453,-13.162182535725844,2.050633175796076
21.96820002458573,-15.218863914510894,0.5572050429104548,-13.184314851247855,2.0345490632630394
22.047651666156817,-15.224898335571407,0.5571959785910157,-13.206410501349968,2.018487834221439
22.127390657776665,-15.230908438304215,0.5571786874508607,-13.22846922943408,2.002439208870136
22.207418038694424,-15.23687171394693,0.5571683042428162,-13.250490777776593,1.9863809361703382
22.287734851917847,-15.242788504398717,0.5571702977545365,-13.272474887531057,1.97031361686766
22.36834214422692,-15.248658918136881,0.5571459495606093,-13.294421298731057,1.9542376194058235
22.44924096618746,-15.254482927275202,0.5571207170254593,-13.31632975029316,1.9381531769820413
22.53043237216484,-15.260260488992563,0.5570989230569543,-13.338199980020086,1.9220605089724767
22.611917420337715,-15.26599168125941,0.5570465636507718,-13.360031724604022,1.905959956655387
22.693697172711826,-15.271676844690903,0.5570250140950691,-13.38182471963008,1.8898521250608233
22.77577269513383,-15.277316723154309,0.5569993591090144,-13.403578699579938,1.8737380235743704
22.8581450573052,-15.282912595321003,0.5570141586620819,-13.425293397835631,1.8576191974853717
22.94081533279616,-15.288466387925585,0.5570630745376529,-13.446968546683472,1.8414978412421128
23.023784599059653,-15.293980759643485,0.5570797077548268,-13.468603877318179,1.8253768823253065
23.107053937445457,-15.29945914305129,0.5570961182204708,-13.490199119847171,1.8092600232041196
23.190624433214207,-15.304905731849795,0.557070198421216,-13.511754003294955,1.7931517285548395
23.27449717555155,-15.310325402067907,0.557039672693636,-13.533268255607721,1.7770571464601854
23.35867325758237,-15.315723559658357,0.5569202936346381,-13.554741603658128,1.7609819560002293
