iteration,gain_in_db,gain_out_db,delta_db,curve_min_db,curve_max_db
1,-10.843424521321843,-11.053909151095022,-0.2104846297731786,-2.1876991246745523,2.8721531968329757
2,-11.053909151095022,-11.06205198028742,-0.008142829192397727,-2.182604629228429,2.8579850942763705
