variant,mae_db,rmse_db,bias_db,fund_mae_db,fund_bias_db
V10_2_free_intercept,3.898223069308552,5.456010760531975,0.9745912287230624,2.677748472168482,0.12324929839084976
V10_2_published_substituted,3.903357000141489,5.474632895599639,1.2153947009255723,2.6905149862686346,0.7220538057512607
V11_closed_loop,3.9086256006307116,5.469929927418604,1.1047324773063638,2.6878499287568456,0.4001144455976068
