candidate,mae,rmse,p90,p95,sub_mae,high_mae,central_score,robust_score,selected_central,selected_robust
0,4.5675527576556325,5.886382746470795,10.3406375127375,12.30135817335886,2.799531582984297,7.050575385421146,6.459078181720976,10.468851217041792,False,True
1,4.568029950726575,5.921409321610797,10.412671799093458,12.433933744356569,2.813635575593663,7.138875670105515,6.470427617468324,10.562336052111878,False,False
2,4.546310290470947,5.950891142512709,10.436603911307186,12.478244990832332,2.8122106098280257,7.121722744605033,6.455864667573328,10.592903066945587,False,False
3,4.669797151277956,6.01047058248426,10.543222590151375,12.603497264461268,2.8263698854668076,7.156901221613512,6.596370279719042,10.698660923122372,False,False
4,4.714619671340053,6.076123138678972,10.662334681591497,12.71065982652658,2.8455058988692885,7.224782163826305,6.660476340840189,10.802398118540063,False,False
5,4.535940802267366,5.8972453423499305,10.351143175961514,12.352180188939608,2.794000597154565,7.00277031072317,6.4293522274280335,10.495895573920961,True,False
6,4.558606976229861,5.949800482197266,10.45717400378298,12.486868256586627,2.8141345613272213,7.1209261837541415,6.46817728097826,10.606232473299045,False,False
7,4.665814653435516,6.011930838008312,10.563130189442433,12.621623428047844,2.831966019770255,7.1859357340453895,6.593592265903132,10.71633572984765,False,False
