pair,event,ioi_cafe_s,ioi_azul_s,nominal_period_s,silence_cafe_s,overlap_cafe_s,classification
A_open,65,0.5630839002267578,0.5950113378684776,0.6,0.03508390022675778,0.0,clean
A_open,66,0.6240362811791371,0.6008163265306123,0.6,0.0960362811791371,0.0,clean
A_open,67,0.6153287981859421,0.548571428571428,0.6,0.08732879818594208,0.0,clean
A_open,68,0.58920634920635,0.664671201814059,0.6,0.06120634920634993,0.0,clean
A_open,69,0.5950113378684847,0.5746938775510202,0.6,0.06701133786848468,0.0,clean
A_open,70,0.6298412698412648,0.5834013605442223,0.6,0.10184126984126474,0.0,clean
A_open,71,0.6153287981859421,0.615328798185935,0.6,0.08732879818594208,0.0,clean
A_open,72,0.58920634920635,0.6066213151927471,0.6,0.06120634920634993,0.0,clean
A_open,73,0.6037188208616797,0.6037188208616797,0.6,0.07571882086167969,0.0,clean
A_open,74,0.5717913832199528,0.6037188208616797,0.6,0.043791383219952795,0.0,clean
A_open,75,0.5630839002267578,0.5746938775510202,0.6,0.03508390022675778,0.0,clean
A_open,76,0.58920634920635,0.5834013605442152,0.6,0.06120634920634993,0.0,clean
A_open,77,0.5834013605442223,0.6124263038548747,0.6,0.05540136054422229,0.0,clean
A_open,78,0.5950113378684776,0.6124263038548747,0.6,0.06701133786847757,0.0,clean
A_open,79,0.58920634920635,0.597913832199545,0.6,0.06120634920634993,0.0,clean
A_open,80,0.6037188208616797,0.6066213151927471,0.6,0.07571882086167969,0.0,clean
A_open,81,0.6182312925170024,0.597913832199545,0.6,0.09023129251700235,0.0,clean
A_open,82,0.6182312925170095,0.6037188208616726,0.6,0.09023129251700945,0.0,clean
A_open,83,0.6211337868480697,0.5427664399093004,0.6,0.09313378684806972,0.0,clean
A_open,84,0.5717913832199599,0.6037188208616726,0.6,0.0437913832199599,0.0,clean
A_open,85,0.5950113378684776,0.5950113378684847,0.6,0.06701133786847757,0.0,clean
A_open,86,0.5804988662131549,0.5630839002267507,0.6,0.052498866213154916,0.0,clean
A_open,87,0.6356462585033995,0.6037188208616797,0.6,0.10764625850339948,0.0,clean
A_open,88,0.5804988662131478,0.6211337868480769,0.6,0.05249886621314781,0.0,clean
A_open,89,0.6153287981859492,0.6037188208616726,0.6,0.08732879818594919,0.0,clean
D_open,0,0.5863038548752835,0.624036281179138,0.6,0.058303854875283445,0.0,clean
D_open,1,0.568888888888889,0.6211337868480724,0.6,0.040888888888888975,0.0,clean
D_open,2,0.6153287981859421,0.6298412698412701,0.6,0.08732879818594208,0.0,clean
D_open,3,0.6240362811791389,0.6124263038548747,0.6,0.09603628117913887,0.0,clean
D_open,4,0.5514739229024936,0.5863038548752844,0.6,0.023473922902493616,0.0,clean
D_open,5,0.6124263038548765,0.6211337868480715,0.6,0.08442630385487648,0.0,clean
D_open,6,0.6037188208616797,0.6182312925170059,0.6,0.07571882086167969,0.0,clean
D_open,7,0.6008163265306123,0.6124263038548747,0.6,0.07281632653061232,0.0,clean
D_open,8,0.5311564625850345,0.5804988662131514,0.6,0.0031564625850344363,0.0,clean
D_open,9,0.5746938775510202,0.6066213151927435,0.6,0.04669387755102017,0.0,clean
D_open,10,0.6008163265306123,0.6356462585034031,0.6,0.07281632653061232,0.0,clean
D_open,11,0.5630839002267578,0.6472562358276619,0.6,0.03508390022675778,0.0,clean
D_open,12,0.5311564625850345,0.6095238095238074,0.6,0.0031564625850344363,0.0,clean
D_open,13,0.6269387755101974,0.6095238095238074,0.6,0.09893877551019736,0.0,clean
D_open,14,0.5746938775510202,0.6037188208616797,0.6,0.04669387755102017,0.0,clean
D_open,15,0.5456689342403678,0.6211337868480697,0.6,0.01766893424036775,0.0,clean
D_open,16,0.6008163265306123,0.5804988662131478,0.6,0.07281632653061232,0.0,clean
D_open,17,0.5950113378684776,0.5950113378684776,0.6,0.06701133786847757,0.0,clean
D_open,18,0.5775963718820876,0.6240362811791371,0.6,0.04959637188208754,0.0,clean
D_open,19,0.5572789115646231,0.6008163265306123,0.6,0.029278911564623034,0.0,clean
D_open,20,0.5921088435374173,0.60662131519274,0.6,0.0641088435374173,0.0,clean
D_open,21,0.539863945578233,0.5921088435374102,0.6,0.011863945578233004,0.0,clean
D_open,22,0.5950113378684847,0.6008163265306123,0.6,0.06701133786848468,0.0,clean
D_open,23,0.6269387755102045,0.6066213151927471,0.6,0.09893877551020447,0.0,clean
D_open,24,0.597913832199545,0.5921088435374173,0.6,0.06991383219954495,0.0,clean
D_open,25,0.6008163265306123,0.6008163265306123,0.6,0.07281632653061232,0.0,clean
D_open,26,0.6153287981859421,0.58920634920635,0.6,0.08732879818594208,0.0,clean
D_open,27,0.6037188208616797,0.5834013605442152,0.6,0.07571882086167969,0.0,clean
D_open,28,0.5630839002267578,0.6008163265306123,0.6,0.03508390022675778,0.0,clean
D_open,29,0.5775963718820876,0.6124263038548747,0.6,0.04959637188208754,0.0,clean
D_open,30,0.5050340136054388,,0.6,0.0,0.022965986394561266,clean
G_open,0,0.6356462585034013,0.6153287981859412,0.6,0.10764625850340126,0.0,clean
G_open,1,0.6211337868480729,0.6037188208616779,0.6,0.09313378684807283,0.0,clean
G_open,2,0.5950113378684807,0.6037188208616779,0.6,0.06701133786848068,0.0,clean
G_open,3,0.5775963718820858,0.5892063492063491,0.6,0.049596371882085766,0.0,clean
G_open,4,0.5921088435374156,0.5950113378684803,0.6,0.06410884353741553,0.0,clean
G_open,5,0.6037188208616779,0.6095238095238109,0.6,0.07571882086167792,0.0,clean
G_open,6,0.624036281179138,0.5892063492063482,0.6,0.09603628117913798,0.0,clean
G_open,7,0.5427664399092968,0.6182312925170077,0.6,0.014766439909296825,0.0,clean
G_open,8,0.5921088435374156,0.5892063492063482,0.6,0.06410884353741553,0.0,clean
G_open,9,0.6211337868480715,0.5834013605442188,0.6,0.0931337868480715,0.0,clean
G_open,10,0.5340589569161001,0.5950113378684794,0.6,0.006058956916100033,0.0,clean
G_open,11,0.6443537414965981,0.6008163265306123,0.6,0.11635374149659805,0.0,clean
G_open,12,0.6240362811791389,0.6008163265306123,0.6,0.09603628117913887,0.0,clean
G_open,13,0.5398639455782313,0.5950113378684811,0.6,0.011863945578231228,0.0,clean
G_open,14,0.548571428571428,0.6066213151927435,0.6,0.02057142857142802,0.0,clean
G_open,15,0.6153287981859403,0.6356462585034013,0.6,0.0873287981859403,0.0,clean
G_open,16,0.5863038548752844,0.5979138321995467,0.6,0.05830385487528433,0.0,clean
G_open,17,0.6240362811791389,0.6153287981859421,0.6,0.09603628117913887,0.0,clean
G_open,18,0.6269387755102027,0.5863038548752826,0.6,0.09893877551020269,0.0,clean
G_open,19,0.6037188208616797,0.5804988662131514,0.6,0.07571882086167969,0.0,clean
G_open,20,0.5804988662131514,0.597913832199545,0.6,0.05249886621315136,0.0,clean
G_open,21,0.6211337868480733,0.5921088435374173,0.6,0.09313378684807327,0.0,clean
G_open,22,0.5834013605442152,0.6095238095238074,0.6,0.055401360544215184,0.0,clean
G_open,23,0.6008163265306123,0.5921088435374173,0.6,0.07281632653061232,0.0,clean
G_open,24,0.5630839002267578,0.5804988662131514,0.6,0.03508390022675778,0.0,clean
G_open,25,0.5804988662131514,0.6240362811791371,0.6,0.05249886621315136,0.0,clean
G_open,26,0.6211337868480733,0.5659863945578216,0.6,0.09313378684807327,0.0,clean
G_open,27,0.6414512471655343,0.5979138321995485,0.6,0.11345124716553423,0.0,clean
G_open,28,0.5601814058956904,0.6008163265306123,0.6,0.03218140589569041,0.0,clean
G_open,29,0.5775963718820876,0.6066213151927435,0.6,0.04959637188208754,0.0,clean
G_open,30,0.568888888888889,0.6037188208616762,0.6,0.040888888888888975,0.0,clean
G_open,31,0.6095238095238109,0.5979138321995485,0.6,0.08152380952381089,0.0,clean
G_open,32,0.6211337868480733,0.5863038548752826,0.6,0.09313378684807327,0.0,clean
G_open,33,0.597913832199545,0.6095238095238109,0.6,0.06991383219954495,0.0,clean
G_open,34,0.5921088435374138,0.6095238095238109,0.6,0.06410884353741375,0.0,clean
G_open,35,0.5543764172335628,0.5746938775510202,0.6,0.026376417233562766,0.0,clean
G_open,36,0.5746938775510202,0.6298412698412683,0.6,0.04669387755102017,0.0,clean
G_open,37,0.6559637188208605,0.6327437641723357,0.6,0.12796371882086044,0.0,clean
G_open,38,0.5921088435374138,0.5717913832199564,0.6,0.06410884353741375,0.0,clean
G_open,39,0.5282539682539706,0.6240362811791371,0.6,0.0002539682539706156,0.0,clean
G_open,40,0.6995011337868462,0.6298412698412648,0.6,0.17150113378684617,0.0,clean
G_open,41,0.5834013605442188,0.5659863945578252,0.6,0.055401360544218736,0.0,clean
G_open,42,0.6095238095238074,0.6327437641723392,0.6,0.08152380952380733,0.0,clean
G_open,43,0.6153287981859421,0.597913832199545,0.6,0.08732879818594208,0.0,clean
G_open,44,0.5804988662131514,0.60662131519274,0.6,0.05249886621315136,0.0,clean
G_open,45,0.5921088435374138,0.5834013605442152,0.6,0.06410884353741375,0.0,clean
G_open,46,0.5804988662131549,0.5834013605442152,0.6,0.052498866213154916,0.0,clean
G_open,47,0.5863038548752826,0.6153287981859421,0.6,0.05830385487528256,0.0,clean
G_open,48,0.5688888888888926,0.6327437641723392,0.6,0.04088888888889253,0.0,clean
G_open,49,0.597913832199545,0.6037188208616726,0.6,0.06991383219954495,0.0,clean
G_open,50,0.6443537414965945,0.5921088435374173,0.6,0.1163537414965945,0.0,clean
G_open,51,0.5950113378684847,0.5950113378684847,0.6,0.06701133786848468,0.0,clean
G_open,52,0.5601814058956904,0.60662131519274,0.6,0.03218140589569041,0.0,clean
G_open,53,0.6327437641723321,0.5950113378684847,0.6,0.10474376417233211,0.0,clean
G_open,54,0.6066213151927471,0.6095238095238074,0.6,0.07862131519274707,0.0,clean
G_open,55,0.5572789115646231,0.58920634920635,0.6,0.029278911564623034,0.0,clean
G_open,56,0.6008163265306123,0.6153287981859421,0.6,0.07281632653061232,0.0,clean
