candidate,mae,rmse,p90,p95,sub_mae,high_mae,central_score,robust_score,selected_central,selected_robust
0,4.770800623364954,6.346417269298208,10.124085751841047,12.042559891350413,0.8219697207170734,9.290960837307695,6.480700398797067,10.057187511507866,False,False
1,4.727413670192011,6.347172437467413,10.137287289108453,11.979244926859405,0.7941545506478118,9.220411601481526,6.433329962156036,10.031854952250319,False,False
2,4.718995721592318,6.355700233946668,10.139450674408403,11.92419069641293,0.7570631646607944,9.133597001161805,6.421480254778104,10.00434493333568,True,True
3,4.719345159609504,6.380287796677947,10.166316090457258,11.90164453014066,0.745508358221139,9.042817266492419,6.426243362512162,10.005133115091176,False,False
4,4.714767646690706,6.408821682838585,10.209615570774728,11.910784851955185,0.7482461377428169,8.958405030275749,6.429209988061775,10.029004804002744,False,False
5,4.778514238821346,6.340862841699592,10.10042588373419,11.996708796852905,0.7325945037865997,9.230835206714707,6.473619124814235,10.016970056642855,False,False
6,4.740300170398578,6.356551916983787,10.142681448532063,11.932972168954322,0.7352467018394723,9.157295884448422,6.4397251549204455,10.00756879805282,False,False
7,4.717668632929966,6.378895051404482,10.166608675683225,11.909805869829755,0.7383269919347926,9.069071780956392,6.423141444571306,10.00821924467432,False,False
